v03_edge_id,source_node_id,source_node_name,target_node_id,target_node_name,relation_raw_type,relation_type,relation_summary,source_task_id,target_task_id,edge_scope,source_file,review_status,display_priority,version_status
EV038-INC-P6T1-001,P6-T1,任务1：5G关键信令流程及解析,P6T1-N01,明确信令流程学习任务与4G/5G关键差异,decomposes,任务拆分详细节点,P6-T1补拆进入明确信令流程学习任务与4G/5G关键差异节点。,,P6-T1,task_increment,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,内部试拆,2,candidate
EV038-INC-P6T1-002,P6-T1,任务1：5G关键信令流程及解析,P6T1-N02,建立5G SA注册流程框架,decomposes,任务拆分详细节点,P6-T1补拆进入建立5G SA注册流程框架节点。,,P6-T1,task_increment,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,内部试拆,2,candidate
EV038-INC-P6T1-003,P6-T1,任务1：5G关键信令流程及解析,P6T1-N03,识读注册关键消息与核心字段,decomposes,任务拆分详细节点,P6-T1补拆进入识读注册关键消息与核心字段节点。,,P6-T1,task_increment,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,内部试拆,2,candidate
EV038-INC-P6T1-004,P6-T1,任务1：5G关键信令流程及解析,P6T1-N04,建立PDU会话建立流程与用户面开通路径,decomposes,任务拆分详细节点,P6-T1补拆进入建立PDU会话建立流程与用户面开通路径节点。,,P6-T1,task_increment,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,内部试拆,2,candidate
EV038-INC-P6T1-005,P6-T1,任务1：5G关键信令流程及解析,P6T1-N05,识读MIB/SIB1系统消息与驻留入口,decomposes,任务拆分详细节点,P6-T1补拆进入识读MIB/SIB1系统消息与驻留入口节点。,,P6-T1,task_increment,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,内部试拆,2,candidate
EV038-INC-P6T1-006,P6-T1,任务1：5G关键信令流程及解析,P6T1-N06,判断RRCReconfiguration在不同场景中的作用,decomposes,任务拆分详细节点,P6-T1补拆进入判断RRCReconfiguration在不同场景中的作用节点。,,P6-T1,task_increment,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,内部试拆,2,candidate
EV038-INC-P6T1-007,P6-T1,任务1：5G关键信令流程及解析,P6T1-N07,使用信令分析界面定位证据入口,decomposes,任务拆分详细节点,P6-T1补拆进入使用信令分析界面定位证据入口节点。,,P6-T1,task_increment,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,内部试拆,2,candidate
EV038-INC-P6T1-008,P6-T1,任务1：5G关键信令流程及解析,P6T1-N08,分析5G重选到4G案例并连接复杂复盘,decomposes,任务拆分详细节点,P6-T1补拆进入分析5G重选到4G案例并连接复杂复盘节点。,,P6-T1,task_increment,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,内部试拆,2,candidate
EV038-INC-P6T1-009,P6T1-N01,明确信令流程学习任务与4G/5G关键差异,P6T1-N02,建立5G SA注册流程框架,precedes,直接递进,明确信令流程学习任务与4G/5G关键差异之后进入建立5G SA注册流程框架。,P6-T1,P6-T1,task_increment,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,内部试拆,2,candidate
EV038-INC-P6T1-010,P6T1-N02,建立5G SA注册流程框架,P6T1-N03,识读注册关键消息与核心字段,precedes,直接递进,建立5G SA注册流程框架之后进入识读注册关键消息与核心字段。,P6-T1,P6-T1,task_increment,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,内部试拆,2,candidate
EV038-INC-P6T1-011,P6T1-N03,识读注册关键消息与核心字段,P6T1-N04,建立PDU会话建立流程与用户面开通路径,precedes,直接递进,识读注册关键消息与核心字段之后进入建立PDU会话建立流程与用户面开通路径。,P6-T1,P6-T1,task_increment,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,内部试拆,2,candidate
EV038-INC-P6T1-012,P6T1-N04,建立PDU会话建立流程与用户面开通路径,P6T1-N05,识读MIB/SIB1系统消息与驻留入口,precedes,直接递进,建立PDU会话建立流程与用户面开通路径之后进入识读MIB/SIB1系统消息与驻留入口。,P6-T1,P6-T1,task_increment,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,内部试拆,2,candidate
EV038-INC-P6T1-013,P6T1-N05,识读MIB/SIB1系统消息与驻留入口,P6T1-N06,判断RRCReconfiguration在不同场景中的作用,precedes,直接递进,识读MIB/SIB1系统消息与驻留入口之后进入判断RRCReconfiguration在不同场景中的作用。,P6-T1,P6-T1,task_increment,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,内部试拆,2,candidate
