v03_edge_id,source_node_id,source_node_name,target_node_id,target_node_name,relation_raw_type,relation_type,relation_summary,source_task_id,target_task_id,edge_scope,source_file,review_status,display_priority,version_status
EV037-INC-P3T4-001,P3-T4,任务4：5G网络参数设置,P3T4-N01,明确参数设置任务与变更依据,decomposes,任务拆分详细节点,P3-T4补拆进入参数设置任务与变更依据节点。,P3-T4,P3-T4,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,内部试拆,1,current
EV037-INC-P3T4-002,P3-T4,任务4：5G网络参数设置,P3T4-N02,识别参数对象与影响范围,decomposes,任务拆分详细节点,P3-T4补拆进入参数对象与影响范围节点。,P3-T4,P3-T4,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,内部试拆,1,current
EV037-INC-P3T4-003,P3-T4,任务4：5G网络参数设置,P3T4-N03,制定邻区添加、删除或调整方案,decomposes,任务拆分详细节点,P3-T4补拆进入邻区添加删除或调整方案节点。,P3-T4,P3-T4,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,内部试拆,1,current
EV037-INC-P3T4-004,P3-T4,任务4：5G网络参数设置,P3T4-N04,完成教学仿真参数设置并记录证据,decomposes,任务拆分详细节点,P3-T4补拆进入教学仿真参数设置与证据记录节点。,P3-T4,P3-T4,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,内部试拆,1,current
EV037-INC-P3T4-005,P3-T4,任务4：5G网络参数设置,P3T4-N05,核查设置结果、风险与回退条件,decomposes,任务拆分详细节点,P3-T4补拆进入设置结果核查和回退条件节点。,P3-T4,P3-T4,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,内部试拆,1,current
EV037-INC-P3T4-006,P3-T4,任务4：5G网络参数设置,P3T4-N06,形成参数变更记录并衔接复测,decomposes,任务拆分详细节点,P3-T4补拆进入参数变更记录与复测交接节点。,P3-T4,P3-T4,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,内部试拆,1,current
EV037-INC-P3T4-007,P3T4-N01,明确参数设置任务与变更依据,P3T4-N02,识别参数对象与影响范围,precedes,内部递进,先确认参数设置依据和授权边界，再识别参数对象与影响范围。,P3-T4,P3-T4,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,内部试拆,2,current
EV037-INC-P3T4-008,P3T4-N02,识别参数对象与影响范围,P3T4-N03,制定邻区添加、删除或调整方案,precedes,内部递进,先判断参数对象和影响范围，再制定邻区添加删除或调整方案。,P3-T4,P3-T4,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,内部试拆,2,current
EV037-INC-P3T4-009,P3T4-N03,制定邻区添加、删除或调整方案,P3T4-N04,完成教学仿真参数设置并记录证据,precedes,内部递进,先形成邻区或参数调整方案，再在教学仿真中执行并记录证据。,P3-T4,P3-T4,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,内部试拆,2,current
EV037-INC-P3T4-010,P3T4-N04,完成教学仿真参数设置并记录证据,P3T4-N05,核查设置结果、风险与回退条件,precedes,内部递进,参数设置操作记录形成后，必须核查设置结果、风险和回退条件。,P3-T4,P3-T4,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,内部试拆,2,current
EV037-INC-P3T4-011,P3T4-N05,核查设置结果、风险与回退条件,P3T4-N06,形成参数变更记录并衔接复测,precedes,内部递进,完成设置结果核查后，才能形成参数变更记录和复测交接。,P3-T4,P3-T4,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,内部试拆,2,current
EV037-INC-P3T4-012,P3T2-N06,结合日志形成监控结论与后续入口,P3T4-N01,明确参数设置任务与变更依据,supports,前置基础,运行监控结论确认需要参数设置或调整时进入P3-T4变更依据判断。,P3-T2,P3-T4,v037_increment,reports/课程能力图谱关系主数据表V0.3.7.csv;reports/P3-T4基于V0.3.7主数据补拆验证报告.md,待专业复核,1,current
EV037-INC-P3T4-013,P3T3-N03,完成无线侧参数查询、导出与差异比较,P3T4-N02,识别参数对象与影响范围,supports,前置基础,无线侧参数差异比较支撑P3-T4识别需要设置的参数对象和影响范围。,P3-T3,P3-T4,v037_increment,reports/课程能力图谱关系主数据表V0.3.7.csv;reports/P3-T4基于V0.3.7主数据补拆验证报告.md,待专业复核,1,current
EV037-INC-P3T4-014,P3T3-N03,完成无线侧参数查询、导出与差异比较,P3T4-N03,制定邻区添加、删除或调整方案,supports,前置基础,无线侧参数差异检查结果可支撑邻区添加删除或调整方案制定。,P3-T3,P3-T4,v037_increment,reports/课程能力图谱关系主数据表V0.3.7.csv;reports/P3-T4基于V0.3.7主数据补拆验证报告.md,待专业复核,1,current
EV037-INC-P3T4-015,P3T3-N06,形成参数异常清单与后续处理建议,P3T4-N01,明确参数设置任务与变更依据,supports,前置基础,参数异常清单确认后进入参数设置任务依据判断。,P3-T3,P3-T4,v037_increment,reports/课程能力图谱关系主数据表V0.3.7.csv;reports/P3-T4基于V0.3.7主数据补拆验证报告.md,待专业复核,1,current
EV037-INC-P3T4-016,P3-T1,任务1：5G网管架构和功能,P3T4-N01,明确参数设置任务与变更依据,supports,前置基础,网管架构和功能认知支撑参数设置入口与权限边界理解。,P3-T1,P3-T4,v037_increment,reports/课程能力图谱关系主数据表V0.3.7.csv;reports/P3-T4基于V0.3.7主数据补拆验证报告.md,待专业复核,2,current
EV037-INC-P3T4-017,P3-T1,任务1：5G网管架构和功能,P3T4-N02,识别参数对象与影响范围,supports,前置基础,网管架构和功能认知支撑参数对象与影响范围识别。,P3-T1,P3-T4,v037_increment,reports/课程能力图谱关系主数据表V0.3.7.csv;reports/P3-T4基于V0.3.7主数据补拆验证报告.md,待专业复核,2,current
EV037-INC-P3T4-018,P2T3-N03,识读关键指标与判断边界,P3T4-N02,识别参数对象与影响范围,supports,支撑判断,关键指标读法支撑判断参数调整可能影响的覆盖、移动性或接入指标。,P2-T3,P3-T4,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,待专业复核,3,current
EV037-INC-P3T4-019,P3T3-N06,形成参数异常清单与后续处理建议,P3T4-N06,形成参数变更记录并衔接复测,supports,支撑判断,参数异常清单应进入参数变更记录，说明本次设置依据和后续处理建议。,P3-T3,P3-T4,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,待专业复核,2,current
EV037-INC-P3T4-020,P4T1-N05,记录实施结果与变更凭据,P3T4-N06,形成参数变更记录并衔接复测,supports,支撑判断,P4-T1变更凭据规范可反向支撑P3-T4参数变更记录完整性。,P4-T1,P3-T4,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,待专业复核,3,current
EV037-INC-P3T4-021,P4T2-N07,形成验收结论,P3T4-N06,形成参数变更记录并衔接复测,supports,支撑判断,验收结论可反向要求补充参数变更记录和复测依据。,P4-T2,P3-T4,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,待专业复核,3,current
EV037-INC-P3T4-022,P3T4-N06,形成参数变更记录并衔接复测,P4T1-N01,明确优化对象与实施边界,precedes,直接递进,参数变更记录可进入P4-T1优化对象与实施边界确认。,P3-T4,P4-T1,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,待专业复核,2,current
EV037-INC-P3T4-023,P3T4-N06,形成参数变更记录并衔接复测,P4T2-N01,识别验证场景,precedes,直接递进,参数设置完成后需要进入验证场景识别。,P3-T4,P4-T2,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,待专业复核,2,current
EV037-INC-P3T4-024,P3T4-N06,形成参数变更记录并衔接复测,P5T3-N03,建立优化前后KPI对比基线,precedes,直接递进,全网性能提升类参数调整后需要进入优化前后KPI对比基线。,P3-T4,P5-T3,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,待专业复核,3,current
EV037-INC-P3T4-025,P3T4-N05,核查设置结果、风险与回退条件,P6T2-N02,区分覆盖、接入、切换、掉线类问题,precedes,问题回流,若参数设置后切换、掉线或接入问题仍未闭环，可进入信令问题类型判断。,P3-T4,P6-T2,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,待专业复核,3,current
EV037-INC-P3T4-026,P3T4-N05,核查设置结果、风险与回退条件,P6T2-N04,建立切换类问题信令证据链,precedes,问题回流,若邻区或切换参数设置后仍异常，可进入切换类问题信令证据链。,P3-T4,P6-T2,v037_increment,reports/P3-T4基于V0.3.7主数据补拆验证报告.md,待专业复核,3,current
EV037-INC-P3T4-027,P3T4-N01,明确参数设置任务与变更依据,AU-04,网管、监控与参数信息管理,maps_to,能力挂接,P3T4-N01主挂AU-04，用于网管参数设置信息管理能力统计。,P3-T4,not_applicable,v037_increment,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,内部试拆,4,current
EV037-INC-P3T4-028,P3T4-N01,明确参数设置任务与变更依据,AU-06,优化实施与变更记录,maps_to,能力挂接,P3T4-N01辅挂AU-06，用于变更依据和授权边界记录。,P3-T4,not_applicable,v037_increment,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,内部试拆,4,current
EV037-INC-P3T4-029,P3T4-N02,识别参数对象与影响范围,AU-04,网管、监控与参数信息管理,maps_to,能力挂接,P3T4-N02主挂AU-04，用于参数对象和影响范围识别。,P3-T4,not_applicable,v037_increment,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,内部试拆,4,current
EV037-INC-P3T4-030,P3T4-N03,制定邻区添加、删除或调整方案,AU-04,网管、监控与参数信息管理,maps_to,能力挂接,P3T4-N03主挂AU-04，用于邻区配置方案判断。,P3-T4,not_applicable,v037_increment,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,内部试拆,4,current
EV037-INC-P3T4-031,P3T4-N03,制定邻区添加、删除或调整方案,AU-06,优化实施与变更记录,maps_to,能力挂接,P3T4-N03辅挂AU-06，用于邻区调整方案进入变更执行链条。,P3-T4,not_applicable,v037_increment,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,内部试拆,4,current
EV037-INC-P3T4-032,P3T4-N04,完成教学仿真参数设置并记录证据,AU-06,优化实施与变更记录,maps_to,能力挂接,P3T4-N04主挂AU-06，用于参数设置操作证据记录。,P3-T4,not_applicable,v037_increment,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,内部试拆,4,current
EV037-INC-P3T4-033,P3T4-N05,核查设置结果、风险与回退条件,AU-06,优化实施与变更记录,maps_to,能力挂接,P3T4-N05主挂AU-06，用于设置结果核查和回退条件判断。,P3-T4,not_applicable,v037_increment,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,内部试拆,4,current
EV037-INC-P3T4-034,P3T4-N05,核查设置结果、风险与回退条件,AU-07,优化结果验证,maps_to,能力挂接,P3T4-N05辅挂AU-07，用于复测和验证入口判断。,P3-T4,not_applicable,v037_increment,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,内部试拆,4,current
EV037-INC-P3T4-035,P3T4-N06,形成参数变更记录并衔接复测,AU-06,优化实施与变更记录,maps_to,能力挂接,P3T4-N06主挂AU-06，用于参数变更记录与交接。,P3-T4,not_applicable,v037_increment,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,内部试拆,4,current
EV037-INC-P3T4-036,P3T4-N06,形成参数变更记录并衔接复测,AU-07,优化结果验证,maps_to,能力挂接,P3T4-N06辅挂AU-07，用于复测验证交接。,P3-T4,not_applicable,v037_increment,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,内部试拆,4,current
