asset_id,asset_name,asset_type,source_or_output,governance_role,graph_binding,review_status,current_use,next_action,path
A-V037-INC-P3T4-001,P3-T4基于V0.3.7主数据补拆验证报告,governance_report,output,说明P3-T4为什么拆、拆成哪些节点、如何接入V0.3.7和V0.4风险治理,P3-T4;P3T4-N01-P3T4-N06,internal_review,作为P3-T4受控补拆验证依据,完成结构校验和内部评审后再判断是否短复核,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4基于V0.3.7主数据补拆验证报告.md
A-V037-INC-P3T4-002,P3-T4详细能力节点主数据增量样表V0.3.7,csv_output,output,记录P3-T4本轮6个详细能力节点候选,P3T4-N01-P3T4-N06,internal_review,作为节点增量候选表,结构校验通过后进入内部评审,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv
A-V037-INC-P3T4-003,P3-T4关系增量样表V0.3.7,csv_output,output,记录P3-T4内部递进、前置支撑、后续递进、问题回流和能力挂接关系,P3-T4;P3T4-N01-P3T4-N06;AU-04;AU-06;AU-07,internal_review,作为关系增量候选表,检查端点是否存在并保留跨任务关系复核,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4关系增量样表V0.3.7.csv
A-V037-INC-P3T4-004,P3-T4资源活动评价挂接增量样表V0.3.7,csv_output,output,记录P3-T4资源卡、学习活动、评价产出和媒体审查对象,P3T4-N01-P3T4-N06,internal_review,作为资源活动评价候选表,后续需按资源治理和教材正文生产进一步细化,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4资源活动评价挂接增量样表V0.3.7.csv
A-V037-INC-P3T4-005,P3-T4输入输出物治理增量记录V0.3.7,csv_output,output,记录P3-T4输入依据、输出表、校验记录和评审报告,P3-T4;P3T4-N01-P3T4-N06,internal_review,作为本轮资产治理清单,后续治理同步时纳入资产总表,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4输入输出物治理增量记录V0.3.7.csv
A-V037-INC-P3T4-006,P3-T4风险治理扩展增量样表V0.4,csv_output,output,记录P3-T4授权、误操作、媒体、参数口径、NSA场景和数据安全风险,P3-T4;P3T4-N01-P3T4-N06;P3T4-M01,internal_review,作为V0.4旁挂风险治理候选表,结构校验通过后进入内部评审,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4风险治理扩展增量样表V0.4.csv
A-V037-INC-P3T4-007,P3-T4增量结构校验记录V0.3.7,validation_report,output,记录P3-T4节点、关系、挂接、资产和风险表的结构校验结果,P3-T4;P3T4-N01-P3T4-N06,pending,待生成,完成CSV结构和端点校验后生成,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4增量结构校验记录V0.3.7.md
A-V037-INC-P3T4-008,P3-T4增量补拆内部评审报告V0.3.7,internal_review_report,output,对P3-T4补拆颗粒度、关系链条、风险门禁和合并条件进行内部评审,P3-T4;P3T4-N01-P3T4-N06,pending,待生成,结构校验通过后生成内部评审报告,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4增量补拆内部评审报告V0.3.7.md
A-V037-INC-P3T4-009,原教材P3-T4抽取文本,source_text,input,提供P3-T4任务导入、任务要求、知识准备、任务实施、随堂测试和案例原文,P3-T4;P3T4-N01-P3T4-N06,source_available,作为P3-T4补拆内容来源,补拆时需结合专业复核和教学化改写,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/extracted/textbook.md
A-V037-INC-P3T4-010,V0.3.7节点主数据表,source_data,input,提供P3-T4任务骨架、AU-04、AU-06和项目三结构依据,P3-T4;AU-04;AU-06,source_available,作为端点和基线校验依据,不得直接改写主表,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱节点主数据表V0.3.7.csv
A-V037-INC-P3T4-011,V0.3.7关系主数据表,source_data,input,提供P3T2-N06、P3T3-N03、P3T3-N06到P3-T4的既有关系依据,P3-T4;P3T2-N06;P3T3-N03;P3T3-N06,source_available,作为跨任务关系校验依据,不得隐性改写既有关系,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/课程能力图谱关系主数据表V0.3.7.csv
A-V037-INC-P3T4-012,P3-T4媒体资源候选池,media_source,input,包含image180至image197等邻区参数、NSA锚点、参数修改、案例信令和参数截图,P3T4-N02;P3T4-N04;P3T4-N05,pending_media_review,作为媒体审查和重绘候选对象,不得裸进正式学生端,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/assets/media
A-V037-INC-P3T4-013,P3-T4补拆验证实施计划,governance_plan,input,限定P3-T4补拆边界、候选节点、关系预案、风险治理和校验规则,P3-T4;P3T4-N01-P3T4-N06,source_available,作为本轮补拆执行依据,补拆报告和样表需与计划口径一致,/Users/ny/Downloads/5G网络优化教材端到端生产演练_2026-06-22/reports/P3-T4基于V0.3.7主数据补拆验证实施计划.md
