v03_edge_id,source_node_id,source_node_name,target_node_id,target_node_name,relation_raw_type,relation_type,relation_summary,source_task_id,target_task_id,edge_scope,source_file,review_status,display_priority,version_status
EV034-INC-P4T1-001,P4-T1,任务1：5G网络优化方案实施,P4T1-N01,明确优化对象与实施边界,decomposes,任务拆分详细节点,P4-T1补拆进入优化对象与实施边界确认节点。,P4-T1,P4-T1,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,1,current
EV034-INC-P4T1-002,P4-T1,任务1：5G网络优化方案实施,P4T1-N02,区分优化动作类型与责任边界,decomposes,任务拆分详细节点,P4-T1补拆进入优化动作类型与责任边界判断节点。,P4-T1,P4-T1,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,1,current
EV034-INC-P4T1-003,P4-T1,任务1：5G网络优化方案实施,P4T1-N03,读取关键参数与变更依据,decomposes,任务拆分详细节点,P4-T1补拆进入参数依据读取节点。,P4-T1,P4-T1,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,1,current
EV034-INC-P4T1-004,P4-T1,任务1：5G网络优化方案实施,P4T1-N04,制定实施步骤与风险回退检查,decomposes,任务拆分详细节点,P4-T1补拆进入实施步骤与风险回退检查节点。,P4-T1,P4-T1,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,1,current
EV034-INC-P4T1-005,P4-T1,任务1：5G网络优化方案实施,P4T1-N05,记录实施结果与变更凭据,decomposes,任务拆分详细节点,P4-T1补拆进入实施结果与变更凭据记录节点。,P4-T1,P4-T1,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,1,current
EV034-INC-P4T1-006,P4-T1,任务1：5G网络优化方案实施,P4T1-N06,形成复测验证入口并交接P4-T2,decomposes,任务拆分详细节点,P4-T1补拆进入复测验证入口和P4-T2交接节点。,P4-T1,P4-T1,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,1,current
EV034-INC-P4T1-007,P4T1-N01,明确优化对象与实施边界,P4T1-N02,区分优化动作类型与责任边界,precedes,直接递进,先确认优化对象和实施边界，再判断优化动作类型和责任边界。,P4-T1,P4-T1,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,2,current
EV034-INC-P4T1-008,P4T1-N02,区分优化动作类型与责任边界,P4T1-N03,读取关键参数与变更依据,precedes,直接递进,动作类型确定后才能读取对应关键参数和变更依据。,P4-T1,P4-T1,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,2,current
EV034-INC-P4T1-009,P4T1-N03,读取关键参数与变更依据,P4T1-N04,制定实施步骤与风险回退检查,precedes,直接递进,参数依据确认后才能制定实施步骤和风险回退检查。,P4-T1,P4-T1,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,2,current
EV034-INC-P4T1-010,P4T1-N04,制定实施步骤与风险回退检查,P4T1-N05,记录实施结果与变更凭据,precedes,直接递进,完成受控实施步骤后必须记录实施结果和变更凭据。,P4-T1,P4-T1,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,2,current
EV034-INC-P4T1-011,P4T1-N05,记录实施结果与变更凭据,P4T1-N06,形成复测验证入口并交接P4-T2,precedes,直接递进,实施变更记录是形成复测验证入口的直接依据。,P4-T1,P4-T1,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,2,current
EV034-INC-P4T1-012,P2T3-N07,制定整改建议,P4T1-N01,明确优化对象与实施边界,supports,支撑判断,测试数据分析形成的整改建议支撑P4-T1确认优化对象和实施边界。,P2-T3,P4-T1,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,待专业复核,3,current
EV034-INC-P4T1-013,P2T3-N07,制定整改建议,P4T1-N02,区分优化动作类型与责任边界,supports,支撑判断,整改建议支撑P4-T1区分天线、无线、承载或核心网优化动作。,P2-T3,P4-T1,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,待专业复核,3,current
EV034-INC-P4T1-014,P3T3-N06,形成参数异常清单与后续处理建议,P4T1-N01,明确优化对象与实施边界,supports,支撑判断,参数异常清单和处理建议支撑P4-T1确认实施边界。,P3-T3,P4-T1,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,待专业复核,3,current
EV034-INC-P4T1-015,P3T3-N06,形成参数异常清单与后续处理建议,P4T1-N03,读取关键参数与变更依据,supports,支撑判断,参数异常清单为读取关键参数与变更依据提供前置证据。,P3-T3,P4-T1,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,待专业复核,3,current
EV034-INC-P4T1-016,P4T1-N03,读取关键参数与变更依据,P3T3-N06,形成参数异常清单与后续处理建议,returns_to,问题回流,若关键参数依据不足或发现新的参数异常，需要回到P3-T3参数异常清单补充分析。,P4-T1,P3-T3,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,待专业复核,4,current
EV034-INC-P4T1-017,P4T1-N05,记录实施结果与变更凭据,P4T2-N01,识别验证场景,supports,支撑判断,实施变更记录可支撑P4-T2识别验证场景和验证对象。,P4-T1,P4-T2,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,3,current
EV034-INC-P4T1-018,P4T1-N06,形成复测验证入口并交接P4-T2,P4T2-N01,识别验证场景,precedes,直接递进,复测验证交接清单进入P4-T2结果验证场景识别。,P4-T1,P4-T2,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,2,current
EV034-INC-P4T1-019,P4T1-N01,明确优化对象与实施边界,AU-05,网络问题定位与方案制定,maps_to_ability,能力挂接,P4T1-N01主挂AU-05，用于评价问题定位与方案边界确认能力。,P4-T1,not_applicable,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,5,current
EV034-INC-P4T1-020,P4T1-N02,区分优化动作类型与责任边界,AU-06,优化实施与变更记录,maps_to_ability,能力挂接,P4T1-N02主挂AU-06，用于评价优化实施责任边界判断能力。,P4-T1,not_applicable,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,5,current
EV034-INC-P4T1-021,P4T1-N03,读取关键参数与变更依据,AU-06,优化实施与变更记录,maps_to_ability,能力挂接,P4T1-N03主挂AU-06，用于评价参数依据识读和变更依据确认能力。,P4-T1,not_applicable,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,5,current
EV034-INC-P4T1-022,P4T1-N04,制定实施步骤与风险回退检查,AU-06,优化实施与变更记录,maps_to_ability,能力挂接,P4T1-N04主挂AU-06，用于评价受控实施步骤和风险回退检查能力。,P4-T1,not_applicable,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,5,current
EV034-INC-P4T1-023,P4T1-N05,记录实施结果与变更凭据,AU-06,优化实施与变更记录,maps_to_ability,能力挂接,P4T1-N05主挂AU-06，用于评价优化实施记录和变更凭据归集能力。,P4-T1,not_applicable,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,5,current
EV034-INC-P4T1-024,P4T1-N06,形成复测验证入口并交接P4-T2,AU-07,优化结果验证,maps_to_ability,能力挂接,P4T1-N06主挂AU-07，用于评价实施后进入结果验证的交接能力。,P4-T1,not_applicable,v034_increment,reports/P4-T1基于V0.3.4主数据补拆验证报告.md,内部试拆,5,current
