v03_edge_id,source_node_id,source_node_name,target_node_id,target_node_name,relation_raw_type,relation_type,relation_summary,source_task_id,target_task_id,edge_scope,source_file,review_status,display_priority,version_status
EV039-INC-P5T1-001,P5-T1,任务1：5G全网性能指标采集,P5T1-N01,明确全网性能指标采集任务与服务质量问题,decomposes,任务拆分详细节点,P5-T1补拆进入明确全网性能指标采集任务与服务质量问题节点。,,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,1,candidate
EV039-INC-P5T1-002,P5-T1,任务1：5G全网性能指标采集,P5T1-N02,区分KPI/PI、指标口径与统计周期,decomposes,任务拆分详细节点,P5-T1补拆进入区分KPI/PI、指标口径与统计周期节点。,,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,1,candidate
EV039-INC-P5T1-003,P5-T1,任务1：5G全网性能指标采集,P5T1-N03,采集接入类指标并核对关键计数器,decomposes,任务拆分详细节点,P5-T1补拆进入采集接入类指标并核对关键计数器节点。,,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,1,candidate
EV039-INC-P5T1-004,P5-T1,任务1：5G全网性能指标采集,P5T1-N04,采集保持性与移动性指标,decomposes,任务拆分详细节点,P5-T1补拆进入采集保持性与移动性指标节点。,,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,1,candidate
EV039-INC-P5T1-005,P5-T1,任务1：5G全网性能指标采集,P5T1-N05,采集资源类与可用类指标,decomposes,任务拆分详细节点,P5-T1补拆进入采集资源类与可用类指标节点。,,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,1,candidate
EV039-INC-P5T1-006,P5-T1,任务1：5G全网性能指标采集,P5T1-N06,采集覆盖、互操作与干扰类指标,decomposes,任务拆分详细节点,P5-T1补拆进入采集覆盖、互操作与干扰类指标节点。,,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,1,candidate
EV039-INC-P5T1-007,P5-T1,任务1：5G全网性能指标采集,P5T1-N07,判断数据质量与采集证据可信度,decomposes,任务拆分详细节点,P5-T1补拆进入判断数据质量与采集证据可信度节点。,,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,1,candidate
EV039-INC-P5T1-008,P5-T1,任务1：5G全网性能指标采集,P5T1-N08,形成全网指标采集包并连接后续任务,decomposes,任务拆分详细节点,P5-T1补拆进入形成全网指标采集包并连接后续任务节点。,,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,1,candidate
EV039-INC-P5T1-009,P5T1-N01,明确全网性能指标采集任务与服务质量问题,P5T1-N02,区分KPI/PI、指标口径与统计周期,precedes,直接递进,先明确采集任务，再区分指标口径、周期和数据源。,P5-T1,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,1,candidate
EV039-INC-P5T1-010,P5T1-N02,区分KPI/PI、指标口径与统计周期,P5T1-N03,采集接入类指标并核对关键计数器,supports,分支采集,指标口径和数据源确认后，进入对应指标类别采集。,P5-T1,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,2,candidate
EV039-INC-P5T1-011,P5T1-N02,区分KPI/PI、指标口径与统计周期,P5T1-N04,采集保持性与移动性指标,supports,分支采集,指标口径和数据源确认后，进入对应指标类别采集。,P5-T1,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,2,candidate
EV039-INC-P5T1-012,P5T1-N02,区分KPI/PI、指标口径与统计周期,P5T1-N05,采集资源类与可用类指标,supports,分支采集,指标口径和数据源确认后，进入对应指标类别采集。,P5-T1,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,2,candidate
EV039-INC-P5T1-013,P5T1-N02,区分KPI/PI、指标口径与统计周期,P5T1-N06,采集覆盖、互操作与干扰类指标,supports,分支采集,指标口径和数据源确认后，进入对应指标类别采集。,P5-T1,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,2,candidate
EV039-INC-P5T1-014,P5T1-N03,采集接入类指标并核对关键计数器,P5T1-N07,判断数据质量与采集证据可信度,supports,支撑判断,各类指标采集结果进入数据质量和证据可信度检查。,P5-T1,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,2,candidate
EV039-INC-P5T1-015,P5T1-N04,采集保持性与移动性指标,P5T1-N07,判断数据质量与采集证据可信度,supports,支撑判断,各类指标采集结果进入数据质量和证据可信度检查。,P5-T1,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,2,candidate
EV039-INC-P5T1-016,P5T1-N05,采集资源类与可用类指标,P5T1-N07,判断数据质量与采集证据可信度,supports,支撑判断,各类指标采集结果进入数据质量和证据可信度检查。,P5-T1,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,2,candidate
EV039-INC-P5T1-017,P5T1-N06,采集覆盖、互操作与干扰类指标,P5T1-N07,判断数据质量与采集证据可信度,supports,支撑判断,各类指标采集结果进入数据质量和证据可信度检查。,P5-T1,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,2,candidate
EV039-INC-P5T1-018,P5T1-N07,判断数据质量与采集证据可信度,P5T1-N08,形成全网指标采集包并连接后续任务,precedes,直接递进,数据质量通过或标明缺口后，才能形成全网指标采集包。,P5-T1,P5-T1,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,1,candidate
EV039-INC-P5T1-019,P5T1-N01,明确全网性能指标采集任务与服务质量问题,AU-09,全网性能提升与复测,maps_to,能力挂接,明确全网性能指标采集任务与服务质量问题主挂AU-09，用于全网性能提升与复测能力统计。,P5-T1,,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,3,candidate
EV039-INC-P5T1-020,P5T1-N02,区分KPI/PI、指标口径与统计周期,AU-09,全网性能提升与复测,maps_to,能力挂接,区分KPI/PI、指标口径与统计周期主挂AU-09，用于全网性能提升与复测能力统计。,P5-T1,,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,3,candidate
EV039-INC-P5T1-021,P5T1-N03,采集接入类指标并核对关键计数器,AU-09,全网性能提升与复测,maps_to,能力挂接,采集接入类指标并核对关键计数器主挂AU-09，用于全网性能提升与复测能力统计。,P5-T1,,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,3,candidate
EV039-INC-P5T1-022,P5T1-N04,采集保持性与移动性指标,AU-09,全网性能提升与复测,maps_to,能力挂接,采集保持性与移动性指标主挂AU-09，用于全网性能提升与复测能力统计。,P5-T1,,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,3,candidate
EV039-INC-P5T1-023,P5T1-N05,采集资源类与可用类指标,AU-09,全网性能提升与复测,maps_to,能力挂接,采集资源类与可用类指标主挂AU-09，用于全网性能提升与复测能力统计。,P5-T1,,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,3,candidate
EV039-INC-P5T1-024,P5T1-N06,采集覆盖、互操作与干扰类指标,AU-09,全网性能提升与复测,maps_to,能力挂接,采集覆盖、互操作与干扰类指标主挂AU-09，用于全网性能提升与复测能力统计。,P5-T1,,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,3,candidate
EV039-INC-P5T1-025,P5T1-N07,判断数据质量与采集证据可信度,AU-09,全网性能提升与复测,maps_to,能力挂接,判断数据质量与采集证据可信度主挂AU-09，用于全网性能提升与复测能力统计。,P5-T1,,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,3,candidate
EV039-INC-P5T1-026,P5T1-N08,形成全网指标采集包并连接后续任务,AU-09,全网性能提升与复测,maps_to,能力挂接,形成全网指标采集包并连接后续任务主挂AU-09，用于全网性能提升与复测能力统计。,P5-T1,,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,内部试拆,3,candidate
EV039-INC-P5T1-027,P5T1-N02,区分KPI/PI、指标口径与统计周期,P5T3-N01,确认性能提升方案与验证口径,supports,支撑判断,指标口径和统计周期支撑性能提升方案验证口径确认。,P5-T1,P5-T3,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,待专业复核,2,candidate
EV039-INC-P5T1-028,P5T1-N02,区分KPI/PI、指标口径与统计周期,P5T3-N03,建立优化前后KPI对比基线,supports,支撑判断,采集口径稳定后才能建立优化前后KPI对比基线。,P5-T1,P5-T3,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,待专业复核,2,candidate
EV039-INC-P5T1-029,P5T1-N03,采集接入类指标并核对关键计数器,P5T3-N04,验证接入与保持类提升效果,supports,支撑判断,接入类指标采集记录支撑接入与保持类效果验证。,P5-T1,P5-T3,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,待专业复核,2,candidate
EV039-INC-P5T1-030,P5T1-N04,采集保持性与移动性指标,P5T3-N04,验证接入与保持类提升效果,supports,支撑判断,保持性指标采集记录支撑接入与保持类效果验证。,P5-T1,P5-T3,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,待专业复核,2,candidate
EV039-INC-P5T1-031,P5T1-N04,采集保持性与移动性指标,P5T3-N05,验证移动性、资源与可用类提升效果,supports,支撑判断,移动性指标采集记录支撑移动性类提升效果验证。,P5-T1,P5-T3,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,待专业复核,2,candidate
EV039-INC-P5T1-032,P5T1-N05,采集资源类与可用类指标,P5T3-N05,验证移动性、资源与可用类提升效果,supports,支撑判断,资源与可用类指标采集记录支撑资源和可用类效果验证。,P5-T1,P5-T3,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,待专业复核,2,candidate
EV039-INC-P5T1-033,P5T1-N06,采集覆盖、互操作与干扰类指标,P5T3-N06,判断未闭环指标与二次分析入口,supports,支撑判断,覆盖、互操作和干扰线索支撑未闭环指标与二次分析入口判断。,P5-T1,P5-T3,v039_increment,reports/P5-T1基于V0.3.9主数据补拆验证实施计划.md,待专业复核,2,candidate
