backfill_record_id,source_table,source_record_id,task_id,object_level,object_title,source_risk_summary,field_schema_version,review_required_type,professional_risk_type,review_owner_role,contains_personal_info,personal_info_type,anonymization_required,anonymization_status,authorization_required,authorization_status,recording_involved,data_security_review_scope,data_security_gate_status,service_commitment_risk_type,customer_communication_review_type,communication_expression_status,external_statement_allowed,service_wording_review_note,case_authenticity_type,case_applicability_boundary,source_sensitivity_level,source_transformation_type,publishability_status,resource_review_object_type,resource_provenance_type,assessment_sensitivity_type,assessment_release_allowed,professional_gate_status,editorial_gate_status,media_gate_status,student_text_gate_status,platform_gate_status,teaching_validation_gate_status,overall_publish_gate_status,gate_blocking_reason,gate_next_action,field_backfill_status,migration_batch_id,schema_change_reason
BF-V04-P3T4-001,node_master,P3T4-N01,P3-T4,detail_capability,明确参数设置任务与变更依据,high风险；容易把教学仿真任务误写成真实生产网管参数变更授权,V0.4,professional;data_security;student_text,authorization;operation_boundary;procedure,professional_expert;data_security_reviewer;course_teacher,no,not_applicable,no,not_needed,yes,pending,no,authorization_boundary,pending,no_external_commitment,not_applicable,pending,teaching_only,学生端必须明确只做变更依据判断和教学仿真边界说明。,source_adapted,仅用于教学仿真下理解参数设置依据；不得作为真实网管操作授权依据。,high,adapted,not_ready,text,original_textbook;ai_rewritten,operation_boundary,after_review,pending,pending,not_required,review_pending,not_applicable,not_started,not_ready,仍需专业复核和数据安全复核。,补充仿真边界和不可操作说明后再复核。,completed,V04-BATCH-P3T4-001,P3-T4新增参数设置授权边界风险需要结构化治理。
BF-V04-P3T4-002,node_master,P3T4-N02,P3-T4,detail_capability,识别参数对象与影响范围,high风险；Massive MIMO、邻区、NSA锚点和门限参数解释可能过时或误用,V0.4,professional;student_text,parameter_meaning;threshold;scenario_applicability,professional_expert;course_teacher,no,not_applicable,no,not_needed,yes,pending,no,parameter_reference,pending,no_external_commitment,not_applicable,pending,teaching_only,参数取值和适用边界不能写成通用行业标准。,source_adapted,仅用于教学情境下训练参数对象和影响范围识别。,high,adapted,not_ready,text_table,original_textbook;ai_rewritten,professional_conclusion,after_review,pending,pending,not_applicable,review_pending,not_applicable,not_started,not_ready,仍需专业复核参数含义和NSA场景适用性。,补充参数对象低门槛解释和反例。,completed,V04-BATCH-P3T4-001,P3-T4新增参数对象与场景时效风险。
BF-V04-P3T4-003,node_master,P3T4-N03,P3-T4,detail_capability,制定邻区添加、删除或调整方案,high风险；邻区添加删除会影响切换和业务连续性，不能机械套用原则,V0.4,professional;student_text,neighbor_relation;handover;operation_boundary,professional_expert;course_teacher,no,not_applicable,no,not_needed,yes,pending,no,neighbor_config,pending,no_external_commitment,not_applicable,pending,teaching_only,邻区方案只能作为教学判断，真实变更需授权和复核。,source_adapted,仅用于训练邻区方案选择和依据说明。,high,adapted,not_ready,text_table,original_textbook;ai_rewritten,operation_boundary,after_review,pending,pending,not_applicable,review_pending,not_applicable,not_started,not_ready,仍需专业复核邻区原则和特殊场景。,补充单向邻区和错误邻区方案反例。,completed,V04-BATCH-P3T4-001,P3-T4新增邻区变更风险。
BF-V04-P3T4-004,node_master,P3T4-N04,P3-T4,detail_capability,完成教学仿真参数设置并记录证据,high风险；网管截图和参数设置动作容易被误读为真实生产操作教程,V0.4,professional;media;data_security;platform,tool_screenshot;authorization;platform_boundary,professional_expert;media_reviewer;data_security_reviewer;platform_reviewer,yes,network_identifier,yes,pending,yes,pending,no,network_config;operation_record,pending,no_external_commitment,not_applicable,pending,teaching_only,必须标注为教学仿真或重绘界面，不得呈现真实账号和生产参数。,source_adapted,仅用于教学仿真操作证据记录。,high,redraw_required,not_ready,screenshot,original_textbook;ai_rewritten,operation_evidence,after_review,pending,pending,pending,review_pending,not_started,not_started,not_ready,仍需媒体审查、数据安全复核和平台边界说明。,逐张审查image173、image174、image187至image190等截图。,completed,V04-BATCH-P3T4-001,P3-T4新增网管截图和平台边界风险。
BF-V04-P3T4-005,node_master,P3T4-N05,P3-T4,detail_capability,核查设置结果、风险与回退条件,high风险；设置结果可能被误写成优化成功，回退条件和复测口径不足,V0.4,professional;student_text;case_authenticity,rollback;professional_conclusion;case_logic,professional_expert;course_teacher,no,not_applicable,no,not_needed,yes,pending,no,rollback_record,pending,no_external_commitment,not_applicable,pending,teaching_only,设置成功不等于优化成功，必须保留复测和回退判断。,source_adapted,仅用于训练结果核查、风险判断和回退条件识别。,high,adapted,not_ready,text_case,original_textbook;ai_rewritten,professional_conclusion,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需专业复核设置结果、回退条件和案例逻辑。,补充错误判断样例和复测入口说明。,completed,V04-BATCH-P3T4-001,P3-T4新增回退和复测风险。
BF-V04-P3T4-006,node_master,P3T4-N06,P3-T4,detail_capability,形成参数变更记录并衔接复测,high风险；变更记录责任边界、复测交接和后续分流不清可能误导教学,V0.4,professional;editorial;student_text,change_record;handover_boundary;professional_conclusion,professional_expert;editor;course_teacher,no,not_applicable,no,not_needed,yes,pending,no,change_record,pending,no_external_commitment,not_applicable,pending,teaching_only,参数变更记录不得写成对外承诺或真实工单闭环。,source_adapted,仅用于训练变更记录和复测交接。,high,adapted,not_ready,template,original_textbook;ai_rewritten,handover_record,after_review,pending,pending,not_applicable,review_pending,not_applicable,not_started,not_ready,仍需专业复核和编辑审查交接口径。,补充交接路径和记录完整性量规。,completed,V04-BATCH-P3T4-001,P3-T4新增变更记录和复测交接风险。
BF-V04-P3T4-007,binding_master,P3T4-M01,P3-T4,media_asset_review,网管截图媒体审查清单,high风险；image180至image197包含非通用网管界面、参数表和案例截图,V0.4,media;data_security;professional,tool_screenshot;network_identifier;parameter_reference,media_reviewer;data_security_reviewer;professional_expert,yes,network_identifier,yes,pending,yes,pending,no,media_asset_review,pending,no_external_commitment,not_applicable,pending,teaching_only,截图不得裸进正式学生端，需重绘、标注、替换或禁用。,source_adapted,仅作为媒体审查对象和教学化重绘依据。,high,redraw_required,not_ready,screenshot,original_textbook,media_sensitivity,after_review,pending,pending,pending,not_started,not_started,not_started,not_ready,仍需逐张媒体审查和脱敏判断。,建立image180至image197逐张审查记录。,completed,V04-BATCH-P3T4-001,P3-T4新增媒体截图风险。
BF-V04-P3T4-008,binding_master,P3T4-C05,P3-T4,resource_card,设置风险与回退条件卡,high风险；案例中A2门限、QCI和信令截图可能被误写成通用处置规程,V0.4,professional;case_authenticity;media,a2_threshold;qci;case_logic,professional_expert;media_reviewer;course_teacher,yes,network_identifier,yes,pending,yes,pending,no,case_material,pending,no_external_commitment,not_applicable,pending,teaching_only,案例只用于教学化分析，不得作为现场处置规程。,source_adapted,仅用于训练设置结果核查和回退条件判断。,high,adapted,not_ready,case_card,original_textbook;ai_rewritten,professional_conclusion,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需复核案例真实性、门限含义和截图处理。,将A2门限案例改写为教学案例并标注适用边界。,completed,V04-BATCH-P3T4-001,P3-T4新增经典案例风险。
BF-V04-P3T4-009,binding_master,P3T4-C03,P3-T4,resource_card,邻区添加删除原则卡,medium风险；邻区添加删除原则容易被学生当成固定规则,V0.4,professional;student_text,neighbor_relation;scenario_applicability,professional_expert;course_teacher,no,not_applicable,no,not_needed,yes,pending,no,scenario_rule,pending,no_external_commitment,not_applicable,pending,teaching_only,邻区原则必须结合场景判断，不能机械套用。,source_adapted,仅用于教学情境下理解邻区方案选择。,medium,adapted,not_ready,text,original_textbook;ai_rewritten,decision_rule,after_review,pending,pending,not_applicable,review_pending,not_applicable,not_started,not_ready,仍需专业复核邻区配置原则和特殊场景。,补充正例、反例和边界条件。,completed,V04-BATCH-P3T4-001,P3-T4新增邻区原则教学风险。
BF-V04-P3T4-010,binding_master,P3T4-W04,P3-T4,worksheet,参数设置操作记录模板,high风险；操作记录可能包含真实站点、账号、参数值或截图,V0.4,data_security;professional;student_text,operation_record;network_identifier;parameter_value,data_security_reviewer;professional_expert;course_teacher,yes,network_identifier,yes,pending,yes,pending,no,operation_record,pending,no_external_commitment,not_applicable,pending,teaching_only,操作记录必须使用模拟数据和脱敏字段，不得包含真实生产标识。,source_adapted,仅用于教学仿真操作证据记录。,high,adapted,not_ready,worksheet,ai_rewritten;original_textbook,operation_evidence,after_review,pending,pending,not_applicable,review_pending,not_applicable,not_started,not_ready,仍需数据安全复核和字段脱敏。,将记录模板改为模拟站点和教学参数。,completed,V04-BATCH-P3T4-001,P3-T4新增操作记录数据安全风险。
