v03_edge_id,source_node_id,source_node_name,target_node_id,target_node_name,relation_raw_type,relation_type,relation_summary,source_task_id,target_task_id,edge_scope,source_file,review_status,display_priority,version_status
EV035-INC-P4T3-001,P4-T3,任务3：5G网络优化报告输出,P4T3-N01,明确报告对象与交付口径,decomposes,任务拆分详细节点,P4-T3补拆进入报告对象与交付口径确认节点。,P4-T3,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,内部试拆,1,current
EV035-INC-P4T3-002,P4-T3,任务3：5G网络优化报告输出,P4T3-N02,归集实施与验证证据,decomposes,任务拆分详细节点,P4-T3补拆进入实施与验证证据归集节点。,P4-T3,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,内部试拆,1,current
EV035-INC-P4T3-003,P4-T3,任务3：5G网络优化报告输出,P4T3-N03,选择报告结构并组织材料,decomposes,任务拆分详细节点,P4-T3补拆进入报告结构选择与材料组织节点。,P4-T3,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,内部试拆,1,current
EV035-INC-P4T3-004,P4-T3,任务3：5G网络优化报告输出,P4T3-N04,对比指标并写出结论边界,decomposes,任务拆分详细节点,P4-T3补拆进入指标对比和结论边界节点。,P4-T3,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,内部试拆,1,current
EV035-INC-P4T3-005,P4-T3,任务3：5G网络优化报告输出,P4T3-N05,编写典型案例分析段落,decomposes,任务拆分详细节点,P4-T3补拆进入典型案例分析表达节点。,P4-T3,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,内部试拆,1,current
EV035-INC-P4T3-006,P4-T3,任务3：5G网络优化报告输出,P4T3-N06,修订报告表达并准备客户沟通,decomposes,任务拆分详细节点,P4-T3补拆进入报告表达修订与客户沟通准备节点。,P4-T3,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,内部试拆,1,current
EV035-INC-P4T3-007,P4T3-N01,明确报告对象与交付口径,P4T3-N02,归集实施与验证证据,precedes,直接递进,先确认交付对象和报告口径，再归集能进入报告的实施与验证证据。,P4-T3,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,内部试拆,2,current
EV035-INC-P4T3-008,P4T3-N02,归集实施与验证证据,P4T3-N03,选择报告结构并组织材料,precedes,直接递进,证据归集完成后才能选择合适报告结构并安排材料顺序。,P4-T3,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,内部试拆,2,current
EV035-INC-P4T3-009,P4T3-N03,选择报告结构并组织材料,P4T3-N04,对比指标并写出结论边界,precedes,直接递进,报告结构确定后进入关键指标对比和结论边界表达。,P4-T3,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,内部试拆,2,current
EV035-INC-P4T3-010,P4T3-N04,对比指标并写出结论边界,P4T3-N05,编写典型案例分析段落,precedes,直接递进,指标结论边界形成后再用典型案例展开问题、措施和效果说明。,P4-T3,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,内部试拆,2,current
EV035-INC-P4T3-011,P4T3-N05,编写典型案例分析段落,P4T3-N06,修订报告表达并准备客户沟通,precedes,直接递进,案例分析段形成后进入报告表达修订和客户沟通准备。,P4-T3,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,内部试拆,2,current
EV035-INC-P4T3-012,P4T1-N05,记录实施结果与变更凭据,P4T3-N02,归集实施与验证证据,supports,前置支撑,优化实施变更记录是报告证据链的重要来源。,P4-T1,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,待专业复核,3,current
EV035-INC-P4T3-013,P4T1-N06,形成复测验证入口并交接P4-T2,P4T3-N02,归集实施与验证证据,supports,前置支撑,复测验证交接清单支撑报告中的验证资料来源说明。,P4-T1,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,待专业复核,3,current
EV035-INC-P4T3-014,P4T2-N06,选择判断依据,P4T3-N02,归集实施与验证证据,supports,前置支撑,依据链分类结果支撑P4-T3区分依据、背景和边界材料。,P4-T2,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,待专业复核,3,current
EV035-INC-P4T3-015,P4T2-N07,形成验收结论,P4T3-N04,对比指标并写出结论边界,supports,前置支撑,验收结论支撑报告中的指标判断和未闭环边界表达。,P4-T2,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,待专业复核,3,current
EV035-INC-P4T3-016,P4T2-N08,修正职业表达,P4T3-N06,修订报告表达并准备客户沟通,supports,前置支撑,职业表达修正经验支撑P4-T3报告样稿二次修订。,P4-T2,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,待专业复核,3,current
EV035-INC-P4T3-017,P2T3-N08,输出分析报告并连接复测,P4T3-N02,归集实施与验证证据,supports,前置支撑,测试数据分析报告可作为远端证据来源，但不得替代P4-T2验证结论。,P2-T3,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,待专业复核,4,current
EV035-INC-P4T3-018,P2T3-N08,输出分析报告并连接复测,P4T3-N04,对比指标并写出结论边界,supports,前置支撑,测试分析报告中的指标解释可支撑P4-T3指标结论段写作。,P2-T3,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,待专业复核,4,current
EV035-INC-P4T3-019,P4T2-N02,区分改善与达标,P4T3-N04,对比指标并写出结论边界,supports,前置支撑,改善与达标边界判断支撑P4-T3避免把部分改善写成整体达标。,P4-T2,P4-T3,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,待专业复核,3,current
EV035-INC-P4T3-020,P4T3-N02,归集实施与验证证据,P4T2-N06,选择判断依据,returns_to,问题回流,若报告证据链不足或依据与背景混淆，应回到P4-T2补充依据链分类。,P4-T3,P4-T2,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,待专业复核,4,current
EV035-INC-P4T3-021,P4T3-N04,对比指标并写出结论边界,P4T2-N02,区分改善与达标,returns_to,问题回流,若P4-T3把改善写成达标，应回到P4-T2重新判断改善与达标边界。,P4-T3,P4-T2,v035_increment,reports/P4-T3基于V0.3.5主数据补拆验证报告.md,待专业复核,4,current
EV035-INC-P4T3-022,P4T3-N01,明确报告对象与交付口径,AU-08,优化报告与职业表达,maps_to_ability,能力挂接,P4T3-N01主挂AU-08，用于训练报告交付口径和职业表达边界。,P4-T3,not_applicable,v035_increment,reports/P4-T3详细能力节点主数据增量样表V0.3.5.csv,内部试拆,5,current
EV035-INC-P4T3-023,P4T3-N02,归集实施与验证证据,AU-08,优化报告与职业表达,maps_to_ability,能力挂接,P4T3-N02主挂AU-08，用于把证据组织进报告表达。,P4-T3,not_applicable,v035_increment,reports/P4-T3详细能力节点主数据增量样表V0.3.5.csv,内部试拆,5,current
