backfill_record_id,source_table,source_record_id,task_id,object_level,object_title,source_risk_summary,field_schema_version,review_required_type,professional_risk_type,review_owner_role,contains_personal_info,personal_info_type,anonymization_required,anonymization_status,authorization_required,authorization_status,recording_involved,data_security_review_scope,data_security_gate_status,service_commitment_risk_type,customer_communication_review_type,communication_expression_status,external_statement_allowed,service_wording_review_note,case_authenticity_type,case_applicability_boundary,source_sensitivity_level,source_transformation_type,publishability_status,resource_review_object_type,resource_provenance_type,assessment_sensitivity_type,assessment_release_allowed,professional_gate_status,editorial_gate_status,media_gate_status,student_text_gate_status,platform_gate_status,teaching_validation_gate_status,overall_publish_gate_status,gate_blocking_reason,gate_next_action,field_backfill_status,migration_batch_id,schema_change_reason
BF-V04-P5T2-001,node_master,P5T2-N01,P5-T2,detail_capability,明确性能提升任务、输入数据和提升目标,medium风险；明确性能提升任务、输入数据和提升目标涉及指标、参数、优化方案、授权边界、媒体或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;editorial;student_text,task_boundary;data_source;student_text,professional_expert;editor;course_teacher,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,source_adapted,仅用于训练P5-T2相关判断和方案表达；正式使用前需专业复核。,medium,adapted,not_ready,task_card;worksheet,original_textbook;ai_structuring,性能提升任务单,after_review,pending,pending,not_required,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-002,node_master,P5T2-N02,P5-T2,detail_capability,使用8维5步法定位性能短板,high风险；使用8维5步法定位性能短板涉及指标、参数、优化方案、授权边界、媒体或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;media;editorial;student_text,metric_context;cause_analysis;method_boundary,professional_expert;editor;course_teacher;media_designer,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,source_adapted,仅用于训练P5-T2相关判断和方案表达；正式使用前需专业复核。,high,adapted,not_ready,method_card;flowchart;worksheet,original_textbook;ai_structuring,8维短板分析表,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-003,node_master,P5T2-N03,P5-T2,detail_capability,制定接入类指标提升方案,high风险；制定接入类指标提升方案涉及指标、参数、优化方案、授权边界、媒体或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;media;editorial;student_text;teaching_validation,access_metric;parameter_boundary;professional_review,professional_expert;editor;course_teacher;media_designer,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,source_adapted,仅用于训练P5-T2相关判断和方案表达；正式使用前需专业复核。,high,adapted,not_ready,metric_table;scheme_card;worksheet,original_textbook;ai_structuring,接入类提升方案卡,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-004,node_master,P5T2-N04,P5-T2,detail_capability,制定保持类指标提升方案,high风险；制定保持类指标提升方案涉及指标、参数、优化方案、授权边界、媒体或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;media;editorial;student_text;data_security,retention_metric;counter_definition;case_logic,professional_expert;editor;course_teacher;media_designer,no,not_applicable,no,not_needed,no,not_applicable,no,network_case;site_context,pending,none,none,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,source_adapted,仅用于训练P5-T2相关判断和方案表达；正式使用前需专业复核。,high,adapted,not_ready,case_table;scheme_card;worksheet,original_textbook;ai_structuring,保持类提升方案卡,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-005,node_master,P5T2-N05,P5-T2,detail_capability,制定移动性指标提升方案,high风险；制定移动性指标提升方案涉及指标、参数、优化方案、授权边界、媒体或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;media;editorial;student_text;teaching_validation,mobility_metric;neighbor_relation;parameter_boundary,professional_expert;editor;course_teacher;media_designer,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,source_adapted,仅用于训练P5-T2相关判断和方案表达；正式使用前需专业复核。,high,adapted,not_ready,process_card;scheme_card;worksheet,original_textbook;ai_structuring,移动性提升方案卡,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-006,node_master,P5T2-N06,P5-T2,detail_capability,制定资源类与可用类指标提升方案,high风险；制定资源类与可用类指标提升方案涉及指标、参数、优化方案、授权边界、媒体或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;media;editorial;student_text;teaching_validation,resource_metric;availability_metric;operation_boundary,professional_expert;editor;course_teacher;media_designer,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,source_adapted,仅用于训练P5-T2相关判断和方案表达；正式使用前需专业复核。,high,adapted,not_ready,metric_table;scheme_card;worksheet,original_textbook;ai_structuring,资源/可用类提升方案卡,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-007,node_master,P5T2-N07,P5-T2,detail_capability,形成实施方案、授权边界和回退要求,high风险；形成实施方案、授权边界和回退要求涉及指标、参数、优化方案、授权边界、媒体或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;editorial;student_text;teaching_validation,procedure;authorization;publication_boundary,professional_expert;editor;course_teacher,no,not_applicable,no,not_needed,yes,pending,no,none,not_required,none,none,not_applicable,teaching_only,不得写成真实网络参数调整授权、已通过专家审核或可直接发布的工程结论。,source_adapted,仅用于教学模拟的性能提升方案训练；不得作为真实网络参数调整或工程实施授权。,high,adapted;teaching_simulation,not_ready,scheme_template;boundary_card;worksheet,original_textbook;ai_structuring,性能提升实施方案,after_review,pending,pending,not_required,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-008,node_master,P5T2-N08,P5-T2,detail_capability,在教学仿真环境执行参数调整并记录证据,high风险；在教学仿真环境执行参数调整并记录证据涉及指标、参数、优化方案、授权边界、媒体或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;media;editorial;student_text;teaching_validation,parameter_adjustment;tool_screenshot;authorization,professional_expert;editor;course_teacher;media_designer,no,not_applicable,no,not_needed,yes,pending,no,none,not_required,none,none,not_applicable,teaching_only,不得写成真实网络参数调整授权、已通过专家审核或可直接发布的工程结论。,source_adapted,仅用于教学模拟的性能提升方案训练；不得作为真实网络参数调整或工程实施授权。,high,adapted;teaching_simulation,not_ready,simulation_screen;operation_card;worksheet,original_textbook;ai_structuring,教学仿真实施记录,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-009,node_master,P5T2-N09,P5-T2,detail_capability,输出实施记录并交接P5-T3验证,high风险；输出实施记录并交接P5-T3验证涉及指标、参数、优化方案、授权边界、媒体或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;editorial;student_text;teaching_validation,handoff_boundary;conclusion;professional_review,professional_expert;editor;course_teacher,no,not_applicable,no,not_needed,no,not_applicable,no,network_case;site_context,pending,none,none,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,source_adapted,仅用于训练P5-T2相关判断和方案表达；正式使用前需专业复核。,high,adapted,not_ready,handoff_form;worksheet,original_textbook;ai_structuring,性能提升实施交接单,after_review,pending,pending,not_required,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
BF-V04-P5T2-010,media_asset,image318,P5-T2,media_asset_review,8维5步法全网性能提升方法图,high风险；image318为P5-T2原文媒体对象，涉及流程图、指标图或非通用仿真软件界面。,V0.4,professional;media;editorial;student_text,metric_process;media;professional_review,media_designer;professional_expert;editor,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,source_adapted,仅作为内部分析和教学化重绘来源；原图不得裸进正式资源包。,high,redrawn;annotated,not_ready,flowchart;table,original_textbook;ai_structuring,professional_conclusion,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需完成专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T2增量结构校验和内部评审，再判断是否短复核或修订。,increment_trial,P5T2-V0310-INCREMENT,P5-T2新增性能提升方案、参数调整、工程授权、媒体重绘、案例脱敏和复测交接风险，需要V0.4结构化治理。
