binding_id,node_id,node_name,binding_target_id,binding_target_title,binding_type,project_id,task_id,resource_type,learning_activity_type,student_action,student_output,assessment_output,binding_status,audit_status,risk_level,source_file,notes
BV035-INC-P4T3-001,P4T3-N01,明确报告对象与交付口径,P4T3-C01,报告交付情境卡,resource_card,P4,P4-T3,task_card;text_card,task_analysis;boundary_checking,阅读客户要求和任务情境，判断报告服务对象、报告类型和不能直接承诺的内容。,报告交付口径确认单,报告交付口径确认单,planned,pending_professional_review,medium,reports/P4-T3详细能力节点主数据增量样表V0.3.5.csv,情境卡用于启动报告任务，不提供对外承诺话术。
BV035-INC-P4T3-002,P4T3-N01,明确报告对象与交付口径,P4T3-W01,报告交付口径确认单,assessment_output,P4,P4-T3,worksheet;boundary_table,task_analysis;boundary_checking,填写交付对象、报告口径、证据范围、限制条件和待确认问题。,报告交付口径确认单,报告交付口径确认单,planned,pending_editorial_review,medium,reports/P4-T3详细能力节点主数据增量样表V0.3.5.csv,评价学生能否先明确报告边界而不是直接套模板。
BV035-INC-P4T3-003,P4T3-N01,明确报告对象与交付口径,P4T3-ACT01,报告类型判断活动,learning_activity,P4,P4-T3,classification_activity;scenario_card,report_type_identification,根据情境选择KPI指标优化类、测试指标优化类或案例分析类组织方式。,报告交付口径确认单,报告交付口径确认单,planned,pending_teaching_validation,medium,reports/P4-T3详细能力节点主数据增量样表V0.3.5.csv,后续可转为互动分类活动。
BV035-INC-P4T3-004,P4T3-N02,归集实施与验证证据,P4T3-C02,证据来源说明卡,resource_card,P4,P4-T3,text_card;evidence_table,evidence_classification,阅读实施记录、复测入口、验证结论和测试分析报告的来源说明。,报告证据链清单,报告证据链清单,planned,pending_professional_review,high,reports/P4-T3详细能力节点主数据增量样表V0.3.5.csv,用于防止把背景材料误当成报告依据。
BV035-INC-P4T3-005,P4T3-N02,归集实施与验证证据,P4T3-W02,报告证据链清单,assessment_output,P4,P4-T3,worksheet;evidence_table;evaluation_rubric,evidence_classification;data_source_checking,填写材料来源、能证明的结论、不能证明的边界和待补充证据。,报告证据链清单,报告证据链清单,planned,pending_professional_review,high,reports/P4-T3详细能力节点主数据增量样表V0.3.5.csv,评价学生能否把证据链组织清楚。
BV035-INC-P4T3-006,P4T3-N02,归集实施与验证证据,P4T3-ACT02,证据来源归类活动,learning_activity,P4,P4-T3,interactive_activity;table,evidence_classification,把不同材料拖入依据、背景、边界和待补充四类。,报告证据链清单,报告证据链清单,planned,pending_teaching_validation,medium,reports/P4-T3详细能力节点主数据增量样表V0.3.5.csv,后续可转为拖拽分类互动。
BV035-INC-P4T3-007,P4T3-N03,选择报告结构并组织材料,P4T3-C03,KPI类与测试指标类报告结构对照卡,resource_card,P4,P4-T3,report_template;comparison_table,report_structure_selection,对照两类报告结构，判断当前任务应优先采用哪种组织方式。,报告结构草稿,报告结构草稿,planned,pending_editorial_review,medium,reports/P4-T3详细能力节点主数据增量样表V0.3.5.csv,模板必须标注来源和适用边界。
BV035-INC-P4T3-008,P4T3-N03,选择报告结构并组织材料,P4T3-W03,报告结构草稿,assessment_output,P4,P4-T3,worksheet;outline_table,material_ordering,把问题概述、证据、措施、效果、案例和沟通要点排序，并说明每部分作用。,报告结构草稿,报告结构草稿,planned,pending_editorial_review,medium,reports/P4-T3详细能力节点主数据增量样表V0.3.5.csv,评价学生是否按证据逻辑组织材料，而不是只写标题。
BV035-INC-P4T3-009,P4T3-N03,选择报告结构并组织材料,P4T3-ACT03,材料排序活动,learning_activity,P4,P4-T3,interactive_activity;outline_card,material_ordering,将打散的报告材料按问题、依据、措施、结果和边界排序。,报告结构草稿,报告结构草稿,planned,pending_teaching_validation,medium,reports/P4-T3详细能力节点主数据增量样表V0.3.5.csv,后续可转为排序互动或卡片拼装活动。
BV035-INC-P4T3-010,P4T3-N04,对比指标并写出结论边界,P4T3-C04,覆盖方案对比表教学化资源,resource_card,P4,P4-T3,data_table;chart;explanation_card,comparison_analysis;metric_annotation,阅读覆盖方案对比表，标出总采样点、弱覆盖采样点和覆盖率变化各自能说明什么。,指标对比结论段,指标对比结论段,planned,pending_professional_review,high,reports/P4-T3详细能力节点主数据增量样表V0.3.5.csv,表4-3-2需要专业教师复核指标解释和适用边界。
