backfill_record_id,source_table,source_record_id,task_id,object_level,object_title,source_risk_summary,field_schema_version,review_required_type,professional_risk_type,review_owner_role,contains_personal_info,personal_info_type,anonymization_required,anonymization_status,authorization_required,authorization_status,recording_involved,data_security_review_scope,data_security_gate_status,service_commitment_risk_type,customer_communication_review_type,communication_expression_status,external_statement_allowed,service_wording_review_note,case_authenticity_type,case_applicability_boundary,source_sensitivity_level,source_transformation_type,publishability_status,resource_review_object_type,resource_provenance_type,assessment_sensitivity_type,assessment_release_allowed,professional_gate_status,editorial_gate_status,media_gate_status,student_text_gate_status,platform_gate_status,teaching_validation_gate_status,overall_publish_gate_status,gate_blocking_reason,gate_next_action,field_backfill_status,migration_batch_id,schema_change_reason
BF-V04-P5T1-001,node_master,P5T1-N01,P5-T1,detail_capability,明确全网性能指标采集任务与服务质量问题,medium风险；明确全网性能指标采集任务与服务质量问题涉及指标口径、采集证据、数据源或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;media;editorial;student_text,student_text;metric_context,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,teaching_simulated_or_textbook_case,仅作为教学案例或结构化练习材料，正式使用前需专业复核和必要脱敏。,low,textbook_to_structured_resource,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T1增量结构校验和内部评审，再判断是否修订或短复核。,increment_trial,P5T1-V039-INCREMENT,验证全网指标采集与指标口径治理类任务的专业、媒体、数据和学生可懂性风险。
BF-V04-P5T1-002,node_master,P5T1-N02,P5-T1,detail_capability,区分KPI/PI、指标口径与统计周期,high风险；区分KPI/PI、指标口径与统计周期涉及指标口径、采集证据、数据源或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;media;editorial;student_text,metric_formula;counter_definition;student_text,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,teaching_simulated_or_textbook_case,仅作为教学案例或结构化练习材料，正式使用前需专业复核和必要脱敏。,low,textbook_to_structured_resource,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T1增量结构校验和内部评审，再判断是否修订或短复核。,increment_trial,P5T1-V039-INCREMENT,验证全网指标采集与指标口径治理类任务的专业、媒体、数据和学生可懂性风险。
BF-V04-P5T1-003,node_master,P5T1-N03,P5-T1,detail_capability,采集接入类指标并核对关键计数器,high风险；采集接入类指标并核对关键计数器涉及指标口径、采集证据、数据源或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;media;editorial;student_text,access_metric;counter_definition;professional_review,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,teaching_simulated_or_textbook_case,仅作为教学案例或结构化练习材料，正式使用前需专业复核和必要脱敏。,low,textbook_to_structured_resource,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T1增量结构校验和内部评审，再判断是否修订或短复核。,increment_trial,P5T1-V039-INCREMENT,验证全网指标采集与指标口径治理类任务的专业、媒体、数据和学生可懂性风险。
BF-V04-P5T1-004,node_master,P5T1-N04,P5-T1,detail_capability,采集保持性与移动性指标,high风险；采集保持性与移动性指标涉及指标口径、采集证据、数据源或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;media;editorial;student_text,mobility_metric;retention_metric;professional_review,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,teaching_simulated_or_textbook_case,仅作为教学案例或结构化练习材料，正式使用前需专业复核和必要脱敏。,low,textbook_to_structured_resource,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T1增量结构校验和内部评审，再判断是否修订或短复核。,increment_trial,P5T1-V039-INCREMENT,验证全网指标采集与指标口径治理类任务的专业、媒体、数据和学生可懂性风险。
BF-V04-P5T1-005,node_master,P5T1-N05,P5-T1,detail_capability,采集资源类与可用类指标,high风险；采集资源类与可用类指标涉及指标口径、采集证据、数据源或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;media;editorial;student_text,resource_metric;availability_metric;professional_review,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,teaching_simulated_or_textbook_case,仅作为教学案例或结构化练习材料，正式使用前需专业复核和必要脱敏。,low,textbook_to_structured_resource,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T1增量结构校验和内部评审，再判断是否修订或短复核。,increment_trial,P5T1-V039-INCREMENT,验证全网指标采集与指标口径治理类任务的专业、媒体、数据和学生可懂性风险。
BF-V04-P5T1-006,node_master,P5T1-N06,P5-T1,detail_capability,采集覆盖、互操作与干扰类指标,high风险；采集覆盖、互操作与干扰类指标涉及指标口径、采集证据、数据源或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;media;editorial;student_text,coverage_metric;interference_metric;interop_metric,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,teaching_simulated_or_textbook_case,仅作为教学案例或结构化练习材料，正式使用前需专业复核和必要脱敏。,low,textbook_to_structured_resource,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T1增量结构校验和内部评审，再判断是否修订或短复核。,increment_trial,P5T1-V039-INCREMENT,验证全网指标采集与指标口径治理类任务的专业、媒体、数据和学生可懂性风险。
BF-V04-P5T1-007,node_master,P5T1-N07,P5-T1,detail_capability,判断数据质量与采集证据可信度,high风险；判断数据质量与采集证据可信度涉及指标口径、采集证据、数据源或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;media;editorial;student_text,data_quality;source_reliability;data_security,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,teaching_simulated_or_textbook_case,仅作为教学案例或结构化练习材料，正式使用前需专业复核和必要脱敏。,low,textbook_to_structured_resource,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T1增量结构校验和内部评审，再判断是否修订或短复核。,increment_trial,P5T1-V039-INCREMENT,验证全网指标采集与指标口径治理类任务的专业、媒体、数据和学生可懂性风险。
BF-V04-P5T1-008,node_master,P5T1-N08,P5-T1,detail_capability,形成全网指标采集包并连接后续任务,medium风险；形成全网指标采集包并连接后续任务涉及指标口径、采集证据、数据源或学生正文转译，需专业、媒体和教学复核。,V0.4,professional;media;editorial;student_text,handoff_boundary;student_text;professional_review,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,teaching_simulated_or_textbook_case,仅作为教学案例或结构化练习材料，正式使用前需专业复核和必要脱敏。,low,textbook_to_structured_resource,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T1增量结构校验和内部评审，再判断是否修订或短复核。,increment_trial,P5T1-V039-INCREMENT,验证全网指标采集与指标口径治理类任务的专业、媒体、数据和学生可懂性风险。
BF-V04-P5T1-009,media_asset,IMG-303-306,P5-T1,media_group,image303-image306 指标体系和采集途径图,性能指标体系或采集途径图片可能需重绘，不能默认可发布。,V0.4,professional;media;editorial;student_text;platform,metric_system;media,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,media_and_platform,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,teaching_simulated_or_textbook_case,仅作为教学案例或结构化练习材料，正式使用前需专业复核和必要脱敏。,medium,image_or_diagram_redraw,not_ready,media_asset,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T1增量结构校验和内部评审，再判断是否修订或短复核。,increment_trial,P5T1-V039-INCREMENT,验证全网指标采集与指标口径治理类任务的专业、媒体、数据和学生可懂性风险。
BF-V04-P5T1-010,media_asset,IMG-307-312,P5-T1,media_group,image307-image312 切换覆盖干扰相关图,切换、覆盖、干扰或指标解释图需判断来源、准确性和教学化表达。,V0.4,professional;media;editorial;student_text;platform,coverage_mobility_interference;media,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,media_and_platform,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家、媒体、平台或教学验证。,teaching_simulated_or_textbook_case,仅作为教学案例或结构化练习材料，正式使用前需专业复核和必要脱敏。,medium,image_or_diagram_redraw,not_ready,media_asset,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译、平台验证和真实教学验证。,先完成P5-T1增量结构校验和内部评审，再判断是否修订或短复核。,increment_trial,P5T1-V039-INCREMENT,验证全网指标采集与指标口径治理类任务的专业、媒体、数据和学生可懂性风险。
