binding_id,node_id,node_name,binding_target_id,binding_target_title,binding_type,project_id,task_id,resource_type,learning_activity_type,student_action,student_output,assessment_output,binding_status,audit_status,risk_level,source_file,notes
BV038-INC-P6T1-001,P6T1-N01,明确信令流程学习任务与4G/5G关键差异,P6T1-C01,4G/5G差异对照表,resource_card,P6,P6-T1,table;concept_card,evidence_classification,对照4G/5G注册、连接、业务、切换、位置更新、寻呼差异，判断本任务关注的5G流程。,信令差异对照卡,信令差异对照卡,planned,pending_professional_media_review,medium,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-002,P6T1-N01,明确信令流程学习任务与4G/5G关键差异,P6T1-W01,信令差异对照卡工作单,worksheet,P6,P6-T1,worksheet,evidence_classification,对照4G/5G注册、连接、业务、切换、位置更新、寻呼差异，判断本任务关注的5G流程。,信令差异对照卡,信令差异对照卡,planned,pending_professional_media_review,medium,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-003,P6T1-N01,明确信令流程学习任务与4G/5G关键差异,P6T1-A01,信令差异对照卡评价量规,assessment,P6,P6-T1,rubric,assessment,对照4G/5G注册、连接、业务、切换、位置更新、寻呼差异，判断本任务关注的5G流程。,信令差异对照卡,信令差异对照卡,planned,pending_professional_media_review,medium,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-004,P6T1-N02,建立5G SA注册流程框架,P6T1-C02,注册流程重绘图,resource_card,P6,P6-T1,redrawn_image;process_card,process_ordering,按同步、随机接入、RRC建立、AMF选择、鉴权、安全、注册接受、注册完成梳理注册流程。,注册流程顺序图,注册流程顺序图,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-005,P6T1-N02,建立5G SA注册流程框架,P6T1-W02,注册流程顺序图工作单,worksheet,P6,P6-T1,worksheet,process_ordering,按同步、随机接入、RRC建立、AMF选择、鉴权、安全、注册接受、注册完成梳理注册流程。,注册流程顺序图,注册流程顺序图,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-006,P6T1-N02,建立5G SA注册流程框架,P6T1-A02,注册流程顺序图评价量规,assessment,P6,P6-T1,rubric,assessment,按同步、随机接入、RRC建立、AMF选择、鉴权、安全、注册接受、注册完成梳理注册流程。,注册流程顺序图,注册流程顺序图,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-007,P6T1-N03,识读注册关键消息与核心字段,P6T1-C03,注册消息字段标注图,resource_card,P6,P6-T1,annotated_image;worksheet,field_annotation,在Registration request、RRCSetupRequest、RRCSetupComplete、Registration accept中标出身份、原因、PLMN、GUAMI、NSSAI、5G-GUTI等关键字段。,注册消息字段标注单,注册消息字段标注单,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-008,P6T1-N03,识读注册关键消息与核心字段,P6T1-W03,注册消息字段标注单工作单,worksheet,P6,P6-T1,worksheet,field_annotation,在Registration request、RRCSetupRequest、RRCSetupComplete、Registration accept中标出身份、原因、PLMN、GUAMI、NSSAI、5G-GUTI等关键字段。,注册消息字段标注单,注册消息字段标注单,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-009,P6T1-N03,识读注册关键消息与核心字段,P6T1-A03,注册消息字段标注单评价量规,assessment,P6,P6-T1,rubric,assessment,在Registration request、RRCSetupRequest、RRCSetupComplete、Registration accept中标出身份、原因、PLMN、GUAMI、NSSAI、5G-GUTI等关键字段。,注册消息字段标注单,注册消息字段标注单,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
BV038-INC-P6T1-010,P6T1-N04,建立PDU会话建立流程与用户面开通路径,P6T1-C04,PDU会话流程重绘图,resource_card,P6,P6-T1,redrawn_image;process_card,process_completion,梳理PDU session request、UPLINK NAS TRANSPORT、INITIAL CONTEXT SETUP、RRCReconfiguration、UPF更新等步骤。,PDU会话流程卡,PDU会话流程卡,planned,pending_professional_media_review,high,reports/P6-T1基于V0.3.8主数据补拆验证实施计划.md,计划挂接对象，尚未生产正式资源；需专业复核、媒体治理和学生正文审查。
