backfill_record_id,source_table,source_record_id,task_id,object_level,object_title,source_risk_summary,field_schema_version,review_required_type,professional_risk_type,review_owner_role,contains_personal_info,personal_info_type,anonymization_required,anonymization_status,authorization_required,authorization_status,recording_involved,data_security_review_scope,data_security_gate_status,service_commitment_risk_type,customer_communication_review_type,communication_expression_status,external_statement_allowed,service_wording_review_note,case_authenticity_type,case_applicability_boundary,source_sensitivity_level,source_transformation_type,publishability_status,resource_review_object_type,resource_provenance_type,assessment_sensitivity_type,assessment_release_allowed,professional_gate_status,editorial_gate_status,media_gate_status,student_text_gate_status,platform_gate_status,teaching_validation_gate_status,overall_publish_gate_status,gate_blocking_reason,gate_next_action,field_backfill_status,migration_batch_id,schema_change_reason
BF-V04-P3T2-001,node_master,P3T2-N01,P3-T2,detail_capability,明确监控任务与账号权限边界,high风险；账号权限和用户状态容易被误解为真实系统操作训练,V0.4,professional;data_security;student_text,authorization;privacy;procedure,professional_expert;data_security_reviewer;course_teacher,yes,account_role_login,no,not_needed,yes,pending,no,account_permission;learning_logs,pending,no_external_commitment,not_applicable,pending,teaching_only,学生端必须明确只做权限边界识别和教学仿真。,source_adapted,仅用于教学仿真下理解权限边界；不得作为真实网管账号操作授权依据。,high,adapted,not_ready,text,original_textbook;ai_rewritten,operation_boundary,after_review,pending,pending,not_required,review_pending,not_applicable,not_started,not_ready,仍需专业复核和数据安全复核。,补充脱敏示例和不可操作说明后再复核。,completed,V04-BATCH-P3T2-001,P3-T2新增运行监控和数据安全风险需要结构化治理。
BF-V04-P3T2-002,node_master,P3T2-N02,P3-T2,detail_capability,筛选当前告警并判断优先级,high风险；告警级别和优先级判断可能被误写成现场处置规程,V0.4,professional;media;student_text,alarm_priority;procedure;tool_screenshot,professional_expert;editor;course_teacher,no,not_applicable,no,not_needed,yes,pending,no,alarm_sample_data,pending,professional_conclusion,not_applicable,pending,teaching_only,告警优先级只能作为教学判断依据，不得直接写成现场处置承诺。,source_adapted,仅用于教学情境下训练告警筛选和优先级判断。,high,adapted,not_ready,text_table,original_textbook;ai_rewritten,professional_conclusion,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需专业复核告警级别、状态和业务影响判断。,补充教学化告警样例和错误判断反例。,completed,V04-BATCH-P3T2-001,P3-T2新增告警筛选与优先级判断风险。
BF-V04-P3T2-003,node_master,P3T2-N03,P3-T2,detail_capability,追溯历史告警与典型案例线索,high风险；历史告警和典型案例可能涉及真实站点、告警码和处置建议,V0.4,professional;data_security;case_authenticity;student_text,case_logic;alarm_cause;procedure,professional_expert;data_security_reviewer;editor,yes,site_alarm_log,no,not_needed,yes,pending,no,alarm_history;case_material,pending,professional_conclusion,not_applicable,pending,teaching_only,案例必须标明教学化改写和适用边界。,source_adapted,仅用于教学线索比较；不得作为真实告警原因和处置建议。,high,adapted,not_ready,case_card,original_textbook;ai_rewritten,case_reasoning,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需案例脱敏、专业复核和媒体复核。,形成脱敏案例卡和适用边界说明。,completed,V04-BATCH-P3T2-001,P3-T2新增历史告警与案例真实性风险。
BF-V04-P3T2-004,node_master,P3T2-N04,P3-T2,detail_capability,创建或选择性能指标查询模板,high风险；指标类别、测量对象和统计粒度可能被误当成通用查询标准,V0.4,professional;media;student_text,metric_threshold;data_source;tool_screenshot,professional_expert;editor;course_teacher,no,not_applicable,no,not_needed,yes,pending,no,indicator_template,pending,professional_conclusion,not_applicable,pending,teaching_only,指标模板只能用于教学查询口径训练，不能替代真实网管配置规范。,source_adapted,仅用于教学情境下选择指标类别和查询范围。,high,adapted,not_ready,text_table,original_textbook;ai_rewritten,configuration_choice,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需专业复核指标类别、测量对象和统计粒度。,补充指标口径说明和反例。,completed,V04-BATCH-P3T2-001,P3-T2新增性能指标查询模板风险。
BF-V04-P3T2-005,node_master,P3T2-N05,P3-T2,detail_capability,查询指标并识别异常变化,high风险；模拟指标、TOP异常和阈值可能被误写成真实网络诊断结论,V0.4,professional;data_security;student_text,metric_threshold;conclusion;data_source,professional_expert;data_security_reviewer;course_teacher,no,not_applicable,no,not_needed,yes,pending,no,indicator_sample_data,pending,professional_conclusion,not_applicable,pending,teaching_only,学生端必须说明异常识别依据和不能直接推出的结论。,source_adapted,仅用于教学模拟数据读法训练；不得伪装为真实网络数据。,high,simulated,not_ready,data_table,original_textbook;ai_generated_simulation,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_applicable,not_started,not_ready,仍需专业复核指标阈值、异常判断和模拟数据标注。,补充教学模拟数据标识和判断边界说明。,completed,V04-BATCH-P3T2-001,P3-T2新增指标异常识别和模拟数据风险。
BF-V04-P3T2-006,node_master,P3T2-N06,P3-T2,detail_capability,结合日志形成监控结论与后续入口,high风险；日志、账号、操作记录和分流结论涉及数据安全与专业判断,V0.4,professional;data_security;media;student_text,log_security;conclusion;procedure;privacy,professional_expert;data_security_reviewer;editor;course_teacher,yes,account_operation_log,no,not_needed,yes,pending,no,operation_log;security_log,pending,professional_conclusion,not_applicable,pending,teaching_only,监控结论必须保留证据链和后续入口边界，不得写成自动诊断结论。,source_adapted,仅用于教学情境下形成分流建议；真实日志不得直接进入学生端。,high,adapted,not_ready,worksheet,original_textbook;ai_rewritten,professional_conclusion,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,仍需日志脱敏、专业复核、媒体审查和学生正文复核。,补充分流样例、错误路径和日志脱敏规则。,completed,V04-BATCH-P3T2-001,P3-T2新增日志追溯与跨任务分流风险。
BF-V04-P3T2-007,binding,P3T2-W01,P3-T2,resource_binding,权限边界判断表,high风险；权限边界表若含真实角色或账号会产生数据安全风险,V0.4,data_security;professional;student_text,authorization;privacy,professional_expert;data_security_reviewer;course_teacher,yes,account_role,no,not_needed,yes,pending,no,account_permission,pending,no_external_commitment,not_applicable,pending,teaching_only,表格只能使用模拟角色和脱敏字段。,source_adapted,仅用于教学仿真和权限边界识别。,high,simulated,not_ready,worksheet,ai_generated_simulation;original_textbook,operation_boundary,after_review,pending,pending,not_required,review_pending,not_applicable,not_started,not_ready,需确认表格字段不暴露真实账号或组织信息。,生成模拟角色表并做数据安全复核。,completed,V04-BATCH-P3T2-001,P3-T2资源层新增权限表风险。
BF-V04-P3T2-008,binding,P3T2-W02,P3-T2,resource_binding,当前告警筛选表,high风险；告警样例若直接来自真实系统可能含站点、对象和故障敏感信息,V0.4,professional;data_security;student_text,alarm_priority;data_source,professional_expert;data_security_reviewer;course_teacher,yes,site_alarm,no,not_needed,yes,pending,no,alarm_sample_data,pending,professional_conclusion,not_applicable,pending,teaching_only,告警筛选表应采用教学化样例并说明来源。,source_adapted,仅用于教学筛选练习，不作为真实告警处置依据。,high,adapted,not_ready,worksheet,original_textbook;ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_applicable,not_started,not_ready,需确认告警样例、优先级和处置边界。,重写为脱敏教学告警样例并补充反例。,completed,V04-BATCH-P3T2-001,P3-T2资源层新增告警筛选表风险。
BF-V04-P3T2-009,binding,P3T2-CASE01,P3-T2,resource_binding,三类典型告警案例卡,high风险；典型案例可能含真实站点、告警码、处理建议和厂家界面线索,V0.4,professional;case_authenticity;media;student_text,case_logic;alarm_cause;procedure,professional_expert;editor;course_teacher,yes,site_alarm_case,no,not_needed,yes,pending,no,case_material,pending,professional_conclusion,not_applicable,pending,teaching_only,案例卡必须标明教学化改写、适用边界和不可直接复用现场处置。,source_adapted,仅用于教学案例比较和问题线索归纳。,high,adapted,not_ready,case_card,original_textbook;ai_rewritten,case_reasoning,after_review,pending,pending,pending,review_pending,not_applicable,not_started,not_ready,需完成案例脱敏、截图重绘和处置建议专业复核。,形成教学化案例卡并保留专业门禁。,completed,V04-BATCH-P3T2-001,P3-T2资源层新增典型告警案例风险。
BF-V04-P3T2-010,binding,P3T2-D01,P3-T2,resource_binding,教学化指标查询数据表,high风险；指标数据若未标注模拟来源会被误解为真实网络数据,V0.4,professional;data_security;student_text,metric_threshold;data_source;conclusion,professional_expert;data_security_reviewer;course_teacher,no,not_applicable,no,not_needed,yes,pending,no,indicator_sample_data,pending,professional_conclusion,not_applicable,pending,teaching_only,数据表必须显著标注教学模拟并说明不代表真实网络状态。,ai_created,仅用于训练指标读法、异常标注和边界说明。,high,simulated,not_ready,data_table,ai_generated_simulation,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_applicable,not_started,not_ready,需确认模拟数据逻辑、阈值和异常结论正确。,由专业教师复核模拟数据并补充阈值来源说明。,completed,V04-BATCH-P3T2-001,P3-T2资源层新增模拟指标数据风险。
