backfill_record_id,source_table,source_record_id,task_id,object_level,object_title,source_risk_summary,field_schema_version,review_required_type,professional_risk_type,review_owner_role,contains_personal_info,personal_info_type,anonymization_required,anonymization_status,authorization_required,authorization_status,recording_involved,data_security_review_scope,data_security_gate_status,service_commitment_risk_type,customer_communication_review_type,communication_expression_status,external_statement_allowed,service_wording_review_note,case_authenticity_type,case_applicability_boundary,source_sensitivity_level,source_transformation_type,publishability_status,resource_review_object_type,resource_provenance_type,assessment_sensitivity_type,assessment_release_allowed,professional_gate_status,editorial_gate_status,media_gate_status,student_text_gate_status,platform_gate_status,teaching_validation_gate_status,overall_publish_gate_status,gate_blocking_reason,gate_next_action,field_backfill_status,migration_batch_id,schema_change_reason
BF-V04-P3T3-001,node_master,P3T3-N01,P3-T3,detail_capability,明确参数检查场景与检查对象,medium风险；审核状态=pending_professional_review；审核类型=professional;editorial；case_logic;procedure,V0.4,professional;editorial,case_logic;procedure,professional_expert;editor;media_designer,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,not_applicable,not_applicable,仅用于训练参数读法、检查路径和异常清单形成；公式口径、参数阈值和厂家实现需专业复核。,medium,redrawn,not_ready,none,original_textbook;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,not_applicable,not_applicable,not_applicable,not_ready,仍需完成专业/编辑/数据安全/媒体/学生正文/平台/教学验证等对应门禁。,按任务风险提交对应复核，并在回填样表通过后再判断是否进入合并建议。,completed,V04-BATCH-P3T3-001,P3-T3暴露公式参数、专业口径、网管截图和媒体重绘风险，需要结构化门禁字段。
BF-V04-P3T3-002,node_master,P3T3-N02,P3-T3,detail_capability,识读容量、覆盖与功率参数口径,high风险；审核状态=pending_professional_review；审核类型=professional;editorial；threshold;terminology,V0.4,professional;editorial,threshold;terminology,professional_expert;editor,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,not_applicable,not_applicable,仅用于训练参数读法、检查路径和异常清单形成；公式口径、参数阈值和厂家实现需专业复核。,high,adapted,not_ready,none,original_textbook;ai_rewritten,professional_conclusion,after_review,pending,pending,not_required,not_applicable,not_applicable,not_applicable,not_ready,仍需完成专业/编辑/数据安全/媒体/学生正文/平台/教学验证等对应门禁。,按任务风险提交对应复核，并在回填样表通过后再判断是否进入合并建议。,completed,V04-BATCH-P3T3-001,P3-T3暴露公式参数、专业口径、网管截图和媒体重绘风险，需要结构化门禁字段。
BF-V04-P3T3-003,node_master,P3T3-N03,P3-T3,detail_capability,完成无线侧参数查询、导出与差异比较,high风险；审核状态=pending_media_review；审核类型=professional;media;editorial；procedure;tool_screenshot,V0.4,professional;media;editorial,procedure;tool_screenshot,professional_expert;editor;media_designer,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,not_applicable,not_applicable,仅用于训练参数读法、检查路径和异常清单形成；公式口径、参数阈值和厂家实现需专业复核。,high,redrawn,not_ready,none,original_textbook;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,not_applicable,not_applicable,not_applicable,not_ready,仍需完成专业/编辑/数据安全/媒体/学生正文/平台/教学验证等对应门禁。,按任务风险提交对应复核，并在回填样表通过后再判断是否进入合并建议。,completed,V04-BATCH-P3T3-001,P3-T3暴露公式参数、专业口径、网管截图和媒体重绘风险，需要结构化门禁字段。
BF-V04-P3T3-004,node_master,P3T3-N04,P3-T3,detail_capability,完成传输侧参数查询与承载参数核对,high风险；审核状态=pending_media_review；审核类型=professional;media;editorial；terminology;procedure;tool_screenshot,V0.4,professional;media;editorial,terminology;procedure;tool_screenshot,professional_expert;editor;media_designer,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,not_applicable,not_applicable,仅用于训练参数读法、检查路径和异常清单形成；公式口径、参数阈值和厂家实现需专业复核。,high,redrawn,not_ready,none,original_textbook;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,not_applicable,not_applicable,not_applicable,not_ready,仍需完成专业/编辑/数据安全/媒体/学生正文/平台/教学验证等对应门禁。,按任务风险提交对应复核，并在回填样表通过后再判断是否进入合并建议。,completed,V04-BATCH-P3T3-001,P3-T3暴露公式参数、专业口径、网管截图和媒体重绘风险，需要结构化门禁字段。
BF-V04-P3T3-005,node_master,P3T3-N05,P3-T3,detail_capability,完成核心网参数查询与业务控制参数核对,high风险；审核状态=pending_media_review；审核类型=professional;media;editorial；terminology;procedure,V0.4,professional;media;editorial,terminology;procedure,professional_expert;editor;media_designer,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,not_applicable,not_applicable,仅用于训练参数读法、检查路径和异常清单形成；公式口径、参数阈值和厂家实现需专业复核。,high,redrawn,not_ready,none,original_textbook;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,not_applicable,not_applicable,not_applicable,not_ready,仍需完成专业/编辑/数据安全/媒体/学生正文/平台/教学验证等对应门禁。,按任务风险提交对应复核，并在回填样表通过后再判断是否进入合并建议。,completed,V04-BATCH-P3T3-001,P3-T3暴露公式参数、专业口径、网管截图和媒体重绘风险，需要结构化门禁字段。
BF-V04-P3T3-006,node_master,P3T3-N06,P3-T3,detail_capability,形成参数异常清单与后续处理建议,high风险；审核状态=pending_professional_review；审核类型=professional;editorial;media；case_logic;conclusion;procedure,V0.4,professional;editorial;media,case_logic;conclusion;procedure,professional_expert;editor;media_designer,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,not_applicable,source_adapted,仅用于训练参数读法、检查路径和异常清单形成；公式口径、参数阈值和厂家实现需专业复核。,high,redrawn,not_ready,none,original_textbook;ai_rewritten,professional_conclusion,after_review,pending,pending,revision_required,not_applicable,not_applicable,not_applicable,not_ready,仍需完成专业/编辑/数据安全/媒体/学生正文/平台/教学验证等对应门禁。,按任务风险提交对应复核，并在回填样表通过后再判断是否进入合并建议。,completed,V04-BATCH-P3T3-001,P3-T3暴露公式参数、专业口径、网管截图和媒体重绘风险，需要结构化门禁字段。
BF-V04-P3T3-007,binding_master,BV031A-INC-P3T3-001,P3-T3,resource_card,参数检查情境卡,medium风险；审核状态=pending_professional_review；对象=P3T3-C01；用情境启动任务，避免学生先面对大量参数公式。,V0.4,professional;editorial,threshold;terminology;procedure,professional_expert;editor,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,not_applicable,not_applicable,仅用于训练参数读法、检查路径和异常清单形成；公式口径、参数阈值和厂家实现需专业复核。,medium,adapted,ready_after_expert_review,table;case;text,original_textbook;ai_rewritten,none,not_applicable,pending,pending,not_required,not_applicable,not_applicable,not_applicable,not_ready,仍需完成专业/编辑/数据安全/媒体/学生正文/平台/教学验证等对应门禁。,按任务风险提交对应复核，并在回填样表通过后再判断是否进入合并建议。,completed,V04-BATCH-P3T3-001,P3-T3暴露公式参数、专业口径、网管截图和媒体重绘风险，需要结构化门禁字段。
BF-V04-P3T3-008,binding_master,BV031A-INC-P3T3-002,P3-T3,assessment_output,参数检查任务单,medium风险；审核状态=pending_professional_review；对象=P3T3-W01；评价学生是否能把问题现象转化为参数检查任务。,V0.4,professional;editorial,threshold;terminology;procedure,professional_expert;editor,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,not_applicable,not_applicable,仅用于训练参数读法、检查路径和异常清单形成；公式口径、参数阈值和厂家实现需专业复核。,medium,adapted,ready_after_expert_review,worksheet,original_textbook;ai_rewritten,professional_conclusion;student_submission,after_review,pending,pending,not_required,not_applicable,not_applicable,not_applicable,not_ready,仍需完成专业/编辑/数据安全/媒体/学生正文/平台/教学验证等对应门禁。,按任务风险提交对应复核，并在回填样表通过后再判断是否进入合并建议。,completed,V04-BATCH-P3T3-001,P3-T3暴露公式参数、专业口径、网管截图和媒体重绘风险，需要结构化门禁字段。
BF-V04-P3T3-009,binding_master,BV031A-INC-P3T3-003,P3-T3,resource_card,容量参数读法卡,high风险；审核状态=pending_professional_review；对象=P3T3-C02A；把容量计算拆成教学化读法卡，避免直接堆公式。,V0.4,professional;editorial,threshold;terminology;procedure,professional_expert;editor,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,not_applicable,not_applicable,仅用于训练参数读法、检查路径和异常清单形成；公式口径、参数阈值和厂家实现需专业复核。,high,adapted,ready_after_expert_review,form;table;worksheet;text,original_textbook;ai_rewritten,none,not_applicable,pending,pending,not_required,not_applicable,not_applicable,not_applicable,not_ready,仍需完成专业/编辑/数据安全/媒体/学生正文/平台/教学验证等对应门禁。,按任务风险提交对应复核，并在回填样表通过后再判断是否进入合并建议。,completed,V04-BATCH-P3T3-001,P3-T3暴露公式参数、专业口径、网管截图和媒体重绘风险，需要结构化门禁字段。
BF-V04-P3T3-010,binding_master,BV031A-INC-P3T3-004,P3-T3,resource_card,覆盖与链路预算参数读法卡,high风险；审核状态=pending_professional_review；对象=P3T3-C02B；覆盖和链路预算公式必须专业复核，不能写成通用结论。,V0.4,professional;editorial,threshold;terminology;procedure,professional_expert;editor,no,not_applicable,no,not_needed,no,not_applicable,no,none,not_required,none,none,not_applicable,no,not_applicable,not_applicable,仅用于训练参数读法、检查路径和异常清单形成；公式口径、参数阈值和厂家实现需专业复核。,high,adapted,ready_after_expert_review,form;table;worksheet;text,original_textbook;ai_rewritten,none,not_applicable,pending,pending,not_required,not_applicable,not_applicable,not_applicable,not_ready,仍需完成专业/编辑/数据安全/媒体/学生正文/平台/教学验证等对应门禁。,按任务风险提交对应复核，并在回填样表通过后再判断是否进入合并建议。,completed,V04-BATCH-P3T3-001,P3-T3暴露公式参数、专业口径、网管截图和媒体重绘风险，需要结构化门禁字段。
