binding_id,node_id,node_name,binding_target_id,binding_target_title,binding_type,project_id,task_id,resource_type,learning_activity_type,student_action,student_output,assessment_output,binding_status,audit_status,risk_level,source_file,notes
BV037-INC-P3T4-001,P3T4-N01,明确参数设置任务与变更依据,P3T4-C01,参数设置任务情境卡,resource_card,P3,P3-T4,task_card;text_card,case_intro;change_basis_judgement,阅读监控结论、参数异常清单或案例线索，判断是否进入参数设置。,参数设置任务与变更依据单,参数设置任务与变更依据单,planned,pending_professional_review,medium,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,情境卡用于启动参数设置任务，不作为真实生产变更授权。
BV037-INC-P3T4-002,P3T4-N01,明确参数设置任务与变更依据,P3T4-W01,变更依据判断表,worksheet,P3,P3-T4,boundary_table;worksheet,authorization_boundary_checking,根据依据来源判断是否可以进入教学仿真参数设置。,参数设置任务与变更依据单,参数设置任务与变更依据单,planned,pending_data_security_review,high,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,表格必须区分教学仿真和真实网管边界。
BV037-INC-P3T4-003,P3T4-N01,明确参数设置任务与变更依据,P3T4-ACT01,授权边界判断活动,learning_activity,P3,P3-T4,interactive_activity,authorization_boundary_checking,判断权限不足、依据不足或真实网管场景下应如何处理。,授权边界判断记录,参数设置任务与变更依据单,planned,pending_professional_review,high,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,活动只训练边界判断，不训练真实参数下发。
BV037-INC-P3T4-004,P3T4-N02,识别参数对象与影响范围,P3T4-C02,参数对象与影响范围卡,resource_card,P3,P3-T4,knowledge_card;parameter_table,parameter_object_classification,阅读波束、邻区、锚点和门限参数说明并分类。,参数对象与影响边界表,参数对象与影响边界表,planned,pending_professional_review,high,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,参数含义和适用范围必须专业复核。
BV037-INC-P3T4-005,P3T4-N02,识别参数对象与影响范围,P3T4-W02,参数影响边界表,worksheet,P3,P3-T4,worksheet;boundary_table,impact_boundary_marking,标出参数可能影响覆盖、移动性、接入、保持或复测口径。,参数对象与影响边界表,参数对象与影响边界表,planned,pending_professional_review,high,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,不得把教材参数取值写成通用行业标准。
BV037-INC-P3T4-006,P3T4-N02,识别参数对象与影响范围,P3T4-ACT02,参数对象归类活动,learning_activity,P3,P3-T4,interactive_activity,parameter_object_classification,将案例中的A2门限、邻区关系、QCI和锚点参数归入对应对象类型。,参数对象归类记录,参数对象与影响边界表,planned,pending_professional_review,medium,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,NSA和QCI相关场景需判断教学适用性。
BV037-INC-P3T4-007,P3T4-N03,制定邻区添加、删除或调整方案,P3T4-C03,邻区添加删除原则卡,resource_card,P3,P3-T4,principle_card;text_card,neighbor_plan_selection,阅读邻区配置原则并判断添加、删除或调整的适用条件。,邻区调整方案卡,邻区调整方案卡,planned,pending_professional_review,high,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,邻区配置原则不能脱离场景机械套用。
BV037-INC-P3T4-008,P3T4-N03,制定邻区添加、删除或调整方案,P3T4-W03,邻区调整方案工作单,worksheet,P3,P3-T4,worksheet;scenario_table,reasoning_chain_completion,根据参数检查结果填写邻区添加、删除或调整方案及依据。,邻区调整方案卡,邻区调整方案卡,planned,pending_professional_review,high,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,方案需保留专业复核和误操作风险。
BV037-INC-P3T4-009,P3T4-N03,制定邻区添加、删除或调整方案,P3T4-ACT03,邻区方案选择活动,learning_activity,P3,P3-T4,interactive_activity,neighbor_plan_selection,在多个邻区场景中选择添加、删除或调整并说明理由。,邻区方案选择记录,邻区调整方案卡,planned,pending_professional_review,medium,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,活动使用教学模拟场景，不使用真实站点数据。
BV037-INC-P3T4-010,P3T4-N04,完成教学仿真参数设置并记录证据,P3T4-C04,教学仿真参数设置流程图,resource_card,P3,P3-T4,flow_card;simulation_screen,simulation_operation,按照教学仿真流程完成参数修改或邻区操作记录。,参数设置操作记录,参数设置操作记录,planned,pending_media_review,high,reports/P3-T4详细能力节点主数据增量样表V0.3.7.csv,流程图应重绘，不能裸用真实网管截图。
