binding_id,node_id,node_name,binding_target_id,binding_target_title,binding_type,project_id,task_id,resource_type,learning_activity_type,student_action,student_output,assessment_output,binding_status,audit_status,risk_level,source_file,notes
BV0310-INC-P5T2-001,P5T2-N01,明确性能提升任务、输入数据和提升目标,P5T2-C01,性能提升任务情境卡,resource_card,P5,P5-T2,task_card;worksheet,case_intro;task_definition;data_source_selection,阅读性能提升任务情境，核对采集包、提升指标、影响范围和目标要求。,性能提升任务单,性能提升任务单,planned,pending_professional_media_review,medium,reports/P5-T2基于V0.3.10主数据补拆验证实施计划.md;reports/P5-T2基于V0.3.10主数据补拆验证报告.md,计划资源卡，尚未生产正式资源；需专业复核、媒体治理、学生正文审查和平台验证。
BV0310-INC-P5T2-002,P5T2-N01,明确性能提升任务、输入数据和提升目标,P5T2-W01,性能提升任务单,worksheet,P5,P5-T2,task_card;worksheet,case_intro;task_definition;data_source_selection,阅读性能提升任务情境，核对采集包、提升指标、影响范围和目标要求。,性能提升任务单,性能提升任务单,planned,pending_professional_media_review,medium,reports/P5-T2基于V0.3.10主数据补拆验证实施计划.md;reports/P5-T2基于V0.3.10主数据补拆验证报告.md,计划学习单，尚未进入真实教学验证。
BV0310-INC-P5T2-003,P5T2-N01,明确性能提升任务、输入数据和提升目标,性能提升任务单,性能提升任务单,assessment_output,P5,P5-T2,task_card;worksheet,case_intro;task_definition;data_source_selection,阅读性能提升任务情境，核对采集包、提升指标、影响范围和目标要求。,性能提升任务单,性能提升任务单,planned,pending_professional_media_review,medium,reports/P5-T2基于V0.3.10主数据补拆验证实施计划.md;reports/P5-T2基于V0.3.10主数据补拆验证报告.md,评价产出为候选结构，尚未进入正式教学验证。
BV0310-INC-P5T2-004,P5T2-N02,使用8维5步法定位性能短板,P5T2-C02,8维5步法短板定位卡,resource_card,P5,P5-T2,method_card;flowchart;worksheet,classification;cause_analysis;table_completion,根据采集包和案例数据，把短板分别放入8个维度，并区分统计、分析、目标、方案和实施步骤。,8维短板分析表,8维短板分析表,planned,pending_professional_media_review,high,reports/P5-T2基于V0.3.10主数据补拆验证实施计划.md;reports/P5-T2基于V0.3.10主数据补拆验证报告.md,计划资源卡，尚未生产正式资源；需专业复核、媒体治理、学生正文审查和平台验证。
BV0310-INC-P5T2-005,P5T2-N02,使用8维5步法定位性能短板,P5T2-W02,8维短板分析表,worksheet,P5,P5-T2,method_card;flowchart;worksheet,classification;cause_analysis;table_completion,根据采集包和案例数据，把短板分别放入8个维度，并区分统计、分析、目标、方案和实施步骤。,8维短板分析表,8维短板分析表,planned,pending_professional_media_review,high,reports/P5-T2基于V0.3.10主数据补拆验证实施计划.md;reports/P5-T2基于V0.3.10主数据补拆验证报告.md,计划学习单，尚未进入真实教学验证。
BV0310-INC-P5T2-006,P5T2-N02,使用8维5步法定位性能短板,8维短板分析表,8维短板分析表,assessment_output,P5,P5-T2,method_card;flowchart;worksheet,classification;cause_analysis;table_completion,根据采集包和案例数据，把短板分别放入8个维度，并区分统计、分析、目标、方案和实施步骤。,8维短板分析表,8维短板分析表,planned,pending_professional_media_review,high,reports/P5-T2基于V0.3.10主数据补拆验证实施计划.md;reports/P5-T2基于V0.3.10主数据补拆验证报告.md,评价产出为候选结构，尚未进入正式教学验证。
BV0310-INC-P5T2-007,P5T2-N03,制定接入类指标提升方案,P5T2-C03,接入类指标提升方案卡,resource_card,P5,P5-T2,metric_table;scheme_card;worksheet,metric_diagnosis;scheme_design,阅读接入失败记录，判断失败集中环节，填写接入类问题原因和提升措施。,接入类提升方案卡,接入类提升方案卡,planned,pending_professional_media_review,high,reports/P5-T2基于V0.3.10主数据补拆验证实施计划.md;reports/P5-T2基于V0.3.10主数据补拆验证报告.md,计划资源卡，尚未生产正式资源；需专业复核、媒体治理、学生正文审查和平台验证。
BV0310-INC-P5T2-008,P5T2-N03,制定接入类指标提升方案,P5T2-W03,接入类提升方案卡,worksheet,P5,P5-T2,metric_table;scheme_card;worksheet,metric_diagnosis;scheme_design,阅读接入失败记录，判断失败集中环节，填写接入类问题原因和提升措施。,接入类提升方案卡,接入类提升方案卡,planned,pending_professional_media_review,high,reports/P5-T2基于V0.3.10主数据补拆验证实施计划.md;reports/P5-T2基于V0.3.10主数据补拆验证报告.md,计划学习单，尚未进入真实教学验证。
BV0310-INC-P5T2-009,P5T2-N03,制定接入类指标提升方案,接入类提升方案卡,接入类提升方案卡,assessment_output,P5,P5-T2,metric_table;scheme_card;worksheet,metric_diagnosis;scheme_design,阅读接入失败记录，判断失败集中环节，填写接入类问题原因和提升措施。,接入类提升方案卡,接入类提升方案卡,planned,pending_professional_media_review,high,reports/P5-T2基于V0.3.10主数据补拆验证实施计划.md;reports/P5-T2基于V0.3.10主数据补拆验证报告.md,评价产出为候选结构，尚未进入正式教学验证。
BV0310-INC-P5T2-010,P5T2-N04,制定保持类指标提升方案,P5T2-C04,保持类掉线问题分析卡,resource_card,P5,P5-T2,case_table;scheme_card;worksheet,case_analysis;cause_chain;scheme_design,对掉线率案例进行分Counter和TOP小区分析，写出可能原因、验证证据和处理建议。,保持类提升方案卡,保持类提升方案卡,planned,pending_professional_media_review,high,reports/P5-T2基于V0.3.10主数据补拆验证实施计划.md;reports/P5-T2基于V0.3.10主数据补拆验证报告.md,计划资源卡，尚未生产正式资源；需专业复核、媒体治理、学生正文审查和平台验证。
