backfill_record_id,source_table,source_record_id,task_id,object_level,object_title,source_risk_summary,field_schema_version,review_required_type,professional_risk_type,review_owner_role,contains_personal_info,personal_info_type,anonymization_required,anonymization_status,authorization_required,authorization_status,recording_involved,data_security_review_scope,data_security_gate_status,service_commitment_risk_type,customer_communication_review_type,communication_expression_status,external_statement_allowed,service_wording_review_note,case_authenticity_type,case_applicability_boundary,source_sensitivity_level,source_transformation_type,publishability_status,resource_review_object_type,resource_provenance_type,assessment_sensitivity_type,assessment_release_allowed,professional_gate_status,editorial_gate_status,media_gate_status,student_text_gate_status,platform_gate_status,teaching_validation_gate_status,overall_publish_gate_status,gate_blocking_reason,gate_next_action,field_backfill_status,migration_batch_id,schema_change_reason
BF-V04-P6T1-001,node_master,P6T1-N01,P6-T1,detail_capability,明确信令流程学习任务与4G/5G关键差异,high风险；明确信令流程学习任务与4G/5G关键差异涉及信令流程、字段解释或工具证据，需专业和媒体复核。,V0.4,professional;media;editorial;student_text,signal_analysis;protocol_process;media,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家或平台审核。,not_applicable,仅作为教学案例或流程学习材料，正式使用前需专业复核。,low,protocol_or_media,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译和结构校验。,先完成P6-T1增量结构校验和内部评审，再判断是否修订或进入短复核。,increment_trial,P6T1-V038-INCREMENT,验证高专业门槛流程类知识的专业、媒体和学生可懂性风险。
BF-V04-P6T1-002,node_master,P6T1-N02,P6-T1,detail_capability,建立5G SA注册流程框架,high风险；建立5G SA注册流程框架涉及信令流程、字段解释或工具证据，需专业和媒体复核。,V0.4,professional;media;editorial;student_text,signal_analysis;protocol_process;media,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家或平台审核。,not_applicable,仅作为教学案例或流程学习材料，正式使用前需专业复核。,low,protocol_or_media,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译和结构校验。,先完成P6-T1增量结构校验和内部评审，再判断是否修订或进入短复核。,increment_trial,P6T1-V038-INCREMENT,验证高专业门槛流程类知识的专业、媒体和学生可懂性风险。
BF-V04-P6T1-003,node_master,P6T1-N03,P6-T1,detail_capability,识读注册关键消息与核心字段,high风险；识读注册关键消息与核心字段涉及信令流程、字段解释或工具证据，需专业和媒体复核。,V0.4,professional;media;editorial;student_text,signal_analysis;protocol_process;media,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家或平台审核。,not_applicable,仅作为教学案例或流程学习材料，正式使用前需专业复核。,low,protocol_or_media,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译和结构校验。,先完成P6-T1增量结构校验和内部评审，再判断是否修订或进入短复核。,increment_trial,P6T1-V038-INCREMENT,验证高专业门槛流程类知识的专业、媒体和学生可懂性风险。
BF-V04-P6T1-004,node_master,P6T1-N04,P6-T1,detail_capability,建立PDU会话建立流程与用户面开通路径,high风险；建立PDU会话建立流程与用户面开通路径涉及信令流程、字段解释或工具证据，需专业和媒体复核。,V0.4,professional;media;editorial;student_text,signal_analysis;protocol_process;media,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家或平台审核。,not_applicable,仅作为教学案例或流程学习材料，正式使用前需专业复核。,low,protocol_or_media,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译和结构校验。,先完成P6-T1增量结构校验和内部评审，再判断是否修订或进入短复核。,increment_trial,P6T1-V038-INCREMENT,验证高专业门槛流程类知识的专业、媒体和学生可懂性风险。
BF-V04-P6T1-005,node_master,P6T1-N05,P6-T1,detail_capability,识读MIB/SIB1系统消息与驻留入口,high风险；识读MIB/SIB1系统消息与驻留入口涉及信令流程、字段解释或工具证据，需专业和媒体复核。,V0.4,professional;media;editorial;student_text,signal_analysis;protocol_process;media,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家或平台审核。,not_applicable,仅作为教学案例或流程学习材料，正式使用前需专业复核。,low,protocol_or_media,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译和结构校验。,先完成P6-T1增量结构校验和内部评审，再判断是否修订或进入短复核。,increment_trial,P6T1-V038-INCREMENT,验证高专业门槛流程类知识的专业、媒体和学生可懂性风险。
BF-V04-P6T1-006,node_master,P6T1-N06,P6-T1,detail_capability,判断RRCReconfiguration在不同场景中的作用,high风险；判断RRCReconfiguration在不同场景中的作用涉及信令流程、字段解释或工具证据，需专业和媒体复核。,V0.4,professional;media;editorial;student_text,signal_analysis;protocol_process;media,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家或平台审核。,not_applicable,仅作为教学案例或流程学习材料，正式使用前需专业复核。,low,protocol_or_media,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译和结构校验。,先完成P6-T1增量结构校验和内部评审，再判断是否修订或进入短复核。,increment_trial,P6T1-V038-INCREMENT,验证高专业门槛流程类知识的专业、媒体和学生可懂性风险。
BF-V04-P6T1-007,node_master,P6T1-N07,P6-T1,detail_capability,使用信令分析界面定位证据入口,high风险；使用信令分析界面定位证据入口涉及信令流程、字段解释或工具证据，需专业和媒体复核。,V0.4,professional;media;editorial;student_text,signal_analysis;protocol_process;media,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家或平台审核。,not_applicable,仅作为教学案例或流程学习材料，正式使用前需专业复核。,low,protocol_or_media,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译和结构校验。,先完成P6-T1增量结构校验和内部评审，再判断是否修订或进入短复核。,increment_trial,P6T1-V038-INCREMENT,验证高专业门槛流程类知识的专业、媒体和学生可懂性风险。
BF-V04-P6T1-008,node_master,P6T1-N08,P6-T1,detail_capability,分析5G重选到4G案例并连接复杂复盘,high风险；分析5G重选到4G案例并连接复杂复盘涉及信令流程、字段解释或工具证据，需专业和媒体复核。,V0.4,professional;media;editorial;student_text,signal_analysis;protocol_process;media,professional_expert;media_designer;editor,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家或平台审核。,not_applicable,仅作为教学案例或流程学习材料，正式使用前需专业复核。,low,protocol_or_media,not_ready,detail_capability,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译和结构校验。,先完成P6-T1增量结构校验和内部评审，再判断是否修订或进入短复核。,increment_trial,P6T1-V038-INCREMENT,验证高专业门槛流程类知识的专业、媒体和学生可懂性风险。
009,resource_media,P6T1-M01,P6-T1,media_group,image345-image347 注册流程与正常失败对比,流程图需重绘并标注角色和失败分叉。,V0.4,professional;media;editorial;student_text,signal_flow;media,professional_expert;media_designer,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家或平台审核。,not_applicable,仅作为教学案例或流程学习材料，正式使用前需专业复核。,low,redraw,not_ready,media_group,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译和结构校验。,先完成P6-T1增量结构校验和内部评审，再判断是否修订或进入短复核。,increment_trial,P6T1-V038-INCREMENT,验证高专业门槛流程类知识的专业、媒体和学生可懂性风险。
010,resource_media,P6T1-M02,P6-T1,media_group,image348-image352 注册消息字段截图,字段截图需转化为关键字段标注图。,V0.4,professional;media;editorial;student_text,protocol_field;media,professional_expert;media_designer,no,not_applicable,not_required,not_applicable,no,not_applicable,no,professional_content,not_ready,not_applicable,not_applicable,not_applicable,no,不涉及客户服务承诺，但不得写成已通过专家或平台审核。,not_applicable,仅作为教学案例或流程学习材料，正式使用前需专业复核。,low,annotate,not_ready,media_group,original_textbook;ai_structuring,professional_judgement,no,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,not_ready,待专业复核、媒体审查、学生正文转译和结构校验。,先完成P6-T1增量结构校验和内部评审，再判断是否修订或进入短复核。,increment_trial,P6T1-V038-INCREMENT,验证高专业门槛流程类知识的专业、媒体和学生可懂性风险。
