binding_id,node_id,node_name,binding_target_id,binding_target_title,binding_type,project_id,task_id,resource_type,learning_activity_type,student_action,student_output,assessment_output,binding_status,audit_status,risk_level,source_file,notes
BV031-INC-P3T3-001,P3T3-N01,明确参数检查场景与检查对象,P3T3-C01,参数检查情境卡,resource_card,P3,P3-T3,text_card;case_card;classification_table,case_intro;problem_classification,阅读掉话、切换异常、速率下降等情境，选择无线、传输或核心网检查对象。,参数检查任务单,参数检查任务单,planned,pending_professional_review,medium,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,用情境启动任务，避免学生先面对大量参数公式。
BV031-INC-P3T3-002,P3T3-N01,明确参数检查场景与检查对象,P3T3-W01,参数检查任务单,assessment_output,P3,P3-T3,worksheet;rubric,case_intro;problem_classification,填写问题现象、检查对象、需要查看的数据和预期产出。,参数检查任务单,参数检查任务单,planned,pending_professional_review,medium,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,评价学生是否能把问题现象转化为参数检查任务。
BV031-INC-P3T3-003,P3T3-N02,识读容量、覆盖与功率参数口径,P3T3-C02,容量覆盖功率公式读法卡,resource_card,P3,P3-T3,formula_card;text_card;worked_example,formula_annotation;data_reading,标出容量、覆盖、功率公式中的关键变量和单位。,规划参数读法与边界表,规划参数读法与边界表,planned,pending_professional_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,公式必须教学化重写，不能直接堆原教材公式。
BV031-INC-P3T3-004,P3T3-N02,识读容量、覆盖与功率参数口径,P3T3-C03,无线参数分类与边界表,resource_card,P3,P3-T3,parameter_table;checklist;worksheet,boundary_checking;parameter_comparison,把无线参数按接入、移动性、功率、QoS和容量等类别归类，并写出能说明什么。,规划参数读法与边界表,规划参数读法与边界表,planned,pending_professional_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,参数范围需专业复核，不能写成通用阈值。
BV031-INC-P3T3-005,P3T3-N02,识读容量、覆盖与功率参数口径,P3T3-W02,规划参数读法与边界表,assessment_output,P3,P3-T3,worksheet;rubric,formula_annotation;boundary_checking,填写每类参数能支持的判断、不能直接说明的问题和需补查材料。,规划参数读法与边界表,规划参数读法与边界表,planned,pending_professional_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,用于约束学生不能只背公式或只抄参数范围。
BV031-INC-P3T3-006,P3T3-N03,完成无线侧参数查询、导出与差异比较,P3T3-C04,无线侧参数查询路径卡,resource_card,P3,P3-T3,redrawn_image;process_table;worksheet,process_ordering;data_checking,按网管入口、无线侧、站点、小区参数、导出数据的路径排序。,无线参数差异检查记录,无线参数差异检查记录,planned,pending_media_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,原教材网管截图需重绘为教学化流程图。
BV031-INC-P3T3-007,P3T3-N03,完成无线侧参数查询、导出与差异比较,P3T3-C05,无线参数差异比较表,resource_card,P3,P3-T3,parameter_table;worksheet;comparison_table,parameter_comparison;data_checking,比较现网数据、导出数据和目标配置，标出差异项和复核风险。,无线参数差异检查记录,无线参数差异检查记录,planned,pending_professional_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,差异项不等于故障结论，需连接业务现象和专业复核。
BV031-INC-P3T3-008,P3T3-N03,完成无线侧参数查询、导出与差异比较,IMG-173-176,无线网管参数检查截图组,media_asset_review,P3,P3-T3,image;redrawn_image,risk_checking,评估无线网管截图是否需要重绘、标注或替换。,媒体审查记录,无线网管截图媒体审查记录,planned,pending_media_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,涉及非通用仿真或网管软件截图，不能裸用。
BV031-INC-P3T3-009,P3T3-N03,完成无线侧参数查询、导出与差异比较,P3T3-W03,无线参数差异检查记录,assessment_output,P3,P3-T3,worksheet;rubric,parameter_comparison;data_checking,提交无线参数差异检查记录，说明差异项、影响判断和下一步复核。,无线参数差异检查记录,无线参数差异检查记录,planned,pending_professional_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,评价重点是是否能解释差异含义，而不是只截屏。
BV031-INC-P3T3-010,P3T3-N04,完成传输侧参数查询与承载参数核对,P3T3-C06,传输承载场景读图卡,resource_card,P3,P3-T3,scenario_card;redrawn_image;text_card,data_reading;risk_checking,根据D-RAN、C-RAN、前传、回传场景判断需要核对的传输参数。,传输参数核对记录,传输参数核对记录,planned,pending_media_review,high,reports/P3-T3详细能力节点主数据增量样表V0.3.1.csv,OTN、PTN、SPN和前回传图应重绘为教学版。
