backfill_record_id,source_table,source_record_id,task_id,object_level,object_title,source_risk_summary,field_schema_version,review_required_type,professional_risk_type,review_owner_role,contains_personal_info,personal_info_type,anonymization_required,anonymization_status,authorization_required,authorization_status,recording_involved,data_security_review_scope,data_security_gate_status,service_commitment_risk_type,customer_communication_review_type,communication_expression_status,external_statement_allowed,service_wording_review_note,case_authenticity_type,case_applicability_boundary,source_sensitivity_level,source_transformation_type,publishability_status,resource_review_object_type,resource_provenance_type,assessment_sensitivity_type,assessment_release_allowed,professional_gate_status,editorial_gate_status,media_gate_status,student_text_gate_status,platform_gate_status,teaching_validation_gate_status,overall_publish_gate_status,gate_blocking_reason,gate_next_action,field_backfill_status,migration_batch_id,schema_change_reason
BF-V04-P5T3-001,node_master,P5T3-N01,P5-T3,detail_capability,确认性能提升方案与验证口径,metric_context;validation_boundary;case_logic;验证口径必须由实施记录、提升目标和达标边界共同支撑。,V0.4,professional;editorial,metric_context;validation_boundary;case_logic,professional_expert;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,medium,adapted,not_ready,text,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-002,node_master,P5T3-N02,P5-T3,detail_capability,选择验证数据源与复测路径,data_source;procedure;sample_scope;验证数据源、复测路径、样本范围和时间窗需可追溯。,V0.4,professional;data_security;media;editorial,data_source;procedure;sample_scope,professional_expert;data_security_reviewer;media_editor;editor,possible,network_or_site_context,required_if_real_data,not_started,not_applicable,not_applicable,no,kpi_or_network_dataset,pending,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,medium,redrawn,not_ready,table;chart,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending;data_security_review_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media;review_data_security,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-003,node_master,P5T3-N03,P5-T3,detail_capability,建立优化前后KPI对比基线,metric_context;baseline_definition;tool_screenshot;KPI基线涉及口径、统计周期、优化前后时间点和截图重绘。,V0.4,professional;media;editorial,metric_context;baseline_definition;tool_screenshot,professional_expert;media_editor;editor,possible,network_or_site_context,required_if_real_data,not_started,not_applicable,not_applicable,no,kpi_or_network_dataset,pending,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,high,redrawn,not_ready,table;chart;screenshot,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending;data_security_review_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media;review_data_security,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-004,node_master,P5T3-N04,P5-T3,detail_capability,验证接入与保持类提升效果,access_retention_metric;case_logic;conclusion;接入与保持类效果判断需区分改善、达标和未闭环。,V0.4,professional;media;editorial,access_retention_metric;case_logic;conclusion,professional_expert;media_editor;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,external_conclusion_risk,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,high,redrawn,not_ready,case;worksheet;screenshot,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-005,node_master,P5T3-N05,P5-T3,detail_capability,验证移动性、资源与可用类提升效果,mobility_resource_availability_metric;case_logic;conclusion;移动性、资源和可用类效果判断需专业复核指标边界。,V0.4,professional;media;editorial,mobility_resource_availability_metric;case_logic;conclusion,professional_expert;media_editor;editor,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,external_conclusion_risk,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,high,redrawn,not_ready,case;worksheet;screenshot,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,revision_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;media_redraw_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;redraw_or_annotate_media,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-006,node_master,P5T3-N06,P5-T3,detail_capability,判断未闭环指标与二次分析入口,handoff_boundary;loopback;professional_review;未闭环判断关系到是否进入P6复盘和二次分析，必须边界清楚。,V0.4,professional;editorial,handoff_boundary;loopback;professional_review,professional_expert;editor,possible,network_or_site_context,required_if_real_data,not_started,not_applicable,not_applicable,no,kpi_or_network_dataset,pending,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,high,adapted,not_ready,worksheet,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;data_security_review_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;review_data_security,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-007,node_master,P5T3-N07,P5-T3,detail_capability,输出全网性能提升验证报告,report_expression;conclusion;external_statement;验证报告不得过度承诺，结论必须有证据链支撑。,V0.4,professional;editorial;student_text,report_expression;conclusion;external_statement,professional_expert;editor;course_teacher,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,external_conclusion_risk,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,medium,adapted,not_ready,report_template,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-008,binding_master,BV03-0062,P5-T3,binding_resource_or_output,P5T3-C01,worksheet;student_text;professional_review;P5T3-C01需完成专业、媒体或学生正文复核后才能进入正式资源。,V0.4,professional;editorial;student_text,worksheet;student_text;professional_review,professional_expert;editor;course_teacher,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,medium,adapted,not_ready,worksheet;card,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-009,binding_master,BV03-0063,P5-T3,binding_resource_or_output,P5T3-C02,worksheet;student_text;professional_review;P5T3-C02需完成专业、媒体或学生正文复核后才能进入正式资源。,V0.4,professional;editorial;student_text,worksheet;student_text;professional_review,professional_expert;editor;course_teacher,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,medium,adapted,not_ready,worksheet;card,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-010,binding_master,BV03-0064,P5-T3,binding_resource_or_output,性能提升验证任务单,worksheet;student_text;professional_review;性能提升验证任务单需完成专业、媒体或学生正文复核后才能进入正式资源。,V0.4,professional;editorial;student_text,worksheet;student_text;professional_review,professional_expert;editor;course_teacher,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,medium,adapted,not_ready,worksheet;card,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-011,binding_master,BV03-0065,P5-T3,binding_resource_or_output,P5T3-C03,worksheet;student_text;professional_review;P5T3-C03需完成专业、媒体或学生正文复核后才能进入正式资源。,V0.4,professional;editorial;student_text,worksheet;student_text;professional_review,professional_expert;editor;course_teacher,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,medium,adapted,not_ready,worksheet;card,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-012,binding_master,BV03-0066,P5-T3,binding_resource_or_output,P5T3-C04,worksheet;student_text;professional_review;P5T3-C04需完成专业、媒体或学生正文复核后才能进入正式资源。,V0.4,professional;editorial;student_text,worksheet;student_text;professional_review,professional_expert;editor;course_teacher,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,medium,adapted,not_ready,worksheet;card,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-013,binding_master,BV03-0067,P5-T3,binding_resource_or_output,验证数据源选择表,metric_context;baseline_definition;professional_review;验证数据源选择表需完成专业、媒体或学生正文复核后才能进入正式资源。,V0.4,professional;data_security;editorial,metric_context;baseline_definition;professional_review,professional_expert;data_security_reviewer;editor,possible,network_or_site_context,required_if_real_data,not_started,not_applicable,not_applicable,no,kpi_or_network_dataset,pending,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,high,adapted,not_ready,table;chart;worksheet,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;data_security_review_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;review_data_security,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-014,binding_master,BV03-0068,P5-T3,binding_resource_or_output,P5T3-C05,worksheet;student_text;professional_review;P5T3-C05需完成专业、媒体或学生正文复核后才能进入正式资源。,V0.4,professional;editorial;student_text,worksheet;student_text;professional_review,professional_expert;editor;course_teacher,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,high,adapted,not_ready,worksheet;card,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-015,binding_master,BV03-0069,P5-T3,binding_resource_or_output,P5T3-C06,worksheet;student_text;professional_review;P5T3-C06需完成专业、媒体或学生正文复核后才能进入正式资源。,V0.4,professional;editorial;student_text,worksheet;student_text;professional_review,professional_expert;editor;course_teacher,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,high,adapted,not_ready,worksheet;card,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-016,binding_master,BV03-0070,P5-T3,binding_resource_or_output,优化前后KPI对比表,metric_context;baseline_definition;professional_review;优化前后KPI对比表需完成专业、媒体或学生正文复核后才能进入正式资源。,V0.4,professional;data_security;editorial,metric_context;baseline_definition;professional_review,professional_expert;data_security_reviewer;editor,possible,network_or_site_context,required_if_real_data,not_started,not_applicable,not_applicable,no,kpi_or_network_dataset,pending,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,high,adapted,not_ready,table;chart;worksheet,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending;data_security_review_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial;review_data_security,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-017,binding_master,BV03-0071,P5-T3,binding_resource_or_output,P5T3-C07,worksheet;student_text;professional_review;P5T3-C07需完成专业、媒体或学生正文复核后才能进入正式资源。,V0.4,professional;editorial;student_text,worksheet;student_text;professional_review,professional_expert;editor;course_teacher,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,high,adapted,not_ready,worksheet;card,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-018,binding_master,BV03-0072,P5-T3,binding_resource_or_output,P5T3-C08,worksheet;student_text;professional_review;P5T3-C08需完成专业、媒体或学生正文复核后才能进入正式资源。,V0.4,professional;editorial;student_text,worksheet;student_text;professional_review,professional_expert;editor;course_teacher,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,high,adapted,not_ready,worksheet;card,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
BF-V04-P5T3-019,binding_master,BV03-0073,P5-T3,binding_resource_or_output,P5T3-C09,worksheet;student_text;professional_review;P5T3-C09需完成专业、媒体或学生正文复核后才能进入正式资源。,V0.4,professional;editorial;student_text,worksheet;student_text;professional_review,professional_expert;editor;course_teacher,no,not_applicable,not_applicable,not_needed,not_applicable,not_applicable,no,none,not_required,none,none,not_applicable,no,验证结论不得写成对真实客户或真实网络的外部承诺；正式发布前需专业和编辑复核。,teaching_simulation,教学模拟或教学化改写材料，仅用于训练性能提升验证流程，正式发布前需专业复核。,high,adapted,not_ready,worksheet;card,textbook_derived;ai_structuring,professional_conclusion,after_review,pending,pending,not_required,review_pending,not_started,internal_review,not_ready,professional_review_pending;student_text_review_pending;teaching_validation_pending,submit_professional_review;submit_editorial_review;prepare_teaching_trial,completed,P5-V04-BACKFILL-20260626,P5项目内部链条V0.4治理补齐
